id,name,lat,long,nbDocks
476,"Stebondale Street, Cubitt Town",51.489096,-0.009205,29
477,"Spindrift Avenue, Millwall",51.49109,-0.018716,36
478,"Stepney Green Station, Stepney",51.521889,-0.04667,21
479,"Pott Street, Bethnal Green",51.527152,-0.058005,20
480,"Flamborough Street, Limehouse",51.5128711,-0.0389866,25
481,"Saunders Ness Road, Cubitt Town",51.487129,-0.009001,35
482,"Thornfield House, Poplar",51.509843,-0.02377,26
483,"Albert Gardens, Stepney",51.51328,-0.047784,33
484,"Bromley High Street, Bow",51.528828,-0.013258,24
485,"Old Ford Road, Bethnal Green",51.531127,-0.048017,24
486,"Granby Street, Shoreditch",51.525645,-0.069543,37
487,"Canton Street, Poplar",51.511811,-0.025626,23
488,"Reardon Street, Wapping",51.506946,-0.058681,22
489,"Christian Street, Whitechapel",51.513074,-0.064094,34
490,"Pennington Street, Wapping",51.508622,-0.065006,45
491,"Queen Mary's, Mile End",51.522507,-0.041378,45
492,"The Green Bridge, Mile End",51.524677,-0.03562,63
494,"South Quay East, Canary Wharf",51.50196,-0.016251,36
495,"Bow Church Station, Bow",51.528169,-0.018703,39
496,"Devons Road, Bow",51.52512,-0.015578,39
497,"Merchant Street, Bow",51.526177,-0.0274677,27
498,"Bow Road Station, Bow",51.527058,-0.025296,41
499,"Furze Green, Bow",51.519265,-0.021345,36
500,"Ansell House, Stepney",51.519806,-0.055731,41
501,"Cephas Street, Bethnal Green",51.522561,-0.054883,24
503,"Cleveland Way, Stepney",51.520893,-0.051394,36
504,"St. John's Park, Cubitt Town",51.496454,-0.009506,30
505,"Ackroyd Drive, Bow",51.520398,-0.026768,29
506,"Bell Lane, Liverpool Street",51.517475,-0.075855,23
507,"Clarkson Street, Bethnal Green",51.528692,-0.059091,31
508,"Fournier Street, Whitechapel",51.519362,-0.074431,18
509,"Fore Street, Guildhall",51.517842,-0.090075,19
510,"Westferry DLR, Limehouse",51.509303,-0.025996,41
511,"Sutton Street, Shadwell",51.511066,-0.053558,33
512,"Pritchard's Road, Bethnal Green",51.532091,-0.06142,30
513,"Watney Market, Stepney",51.5142228,-0.055656,51
514,"Portman Square, Marylebone",51.516204,-0.155525,17
515,"Russell Gardens, Olympia",51.500088,-0.211316,24
516,"Chrisp Street Market, Poplar",51.5112,-0.014438,18
517,"Ford Road, Old Ford",51.532513,-0.033085,17
518,"Antill Road, Mile End",51.528224,-0.037471,30
519,"Teviot Street, Poplar",51.518811,-0.011662,33
520,"Bancroft Road, Bethnal Green",51.526041,-0.047218,21
521,"Driffield Road, Old Ford",51.534137,-0.037366,19
522,"Clinton Road, Mile End",51.525941,-0.036017,36
523,"Langdon Park, Poplar",51.51549,-0.013475,24
524,"Lancaster Gate , Bayswater",51.511654,-0.179668,38
526,"Lancaster Drive, Blackwall",51.503143,-0.008428,27
527,"Hansard Mews, Holland Park",51.503802,-0.215808,20
528,"Clarges Street, Mayfair",51.507326,-0.145827,16
529,"Manresa Road, Chelsea",51.486892,-0.170983,18
530,"Newby Place, Poplar",51.508896,-0.012413,18
531,"Twig Folly Bridge, Mile End",51.530326,-0.042744,21
532,"Jubilee Plaza, Canary Wharf",51.50357,-0.020068,63
533,"Wellington Row, Bethnal Green",51.528222,-0.069743,33
534,"Goldsmith's Row, Haggerston",51.531864,-0.066035,27
535,"Gloucester Avenue, Camden Town",51.537349,-0.147154,24
536,"Queensbridge Road, Haggerston",51.53385,-0.06992,35
537,"Old Montague Street, Whitechapel",51.51793,-0.067937,18
538,"Naval Row, Blackwall",51.508981,-0.00699,21
539,"Hoxton Station, Hoxton",51.531091,-0.075901,22
540,"Albany Street, The Regent's Park",51.528302,-0.144466,27
541,"Green Park Station, Mayfair",51.506613,-0.142844,28
542,"Salmon Lane, Limehouse",51.514115,-0.033828,33
543,"Lansdowne Walk, Ladbroke Grove",51.509591,-0.204666,21
544,"Percival Street, Finsbury",51.526153,-0.102208,22
545,"Arlington Road, Camden Town",51.539957,-0.145246,24
546,"New Fetter Lane, Holborn",51.517428,-0.107987,21
547,"East India DLR, Blackwall",51.509474,-0.002275,51
548,"Westminster Bridge Road, Elephant & Castle",51.498386,-0.107913,26
549,"Gaywood  Street, Elephant & Castle",51.49605,-0.104193,45
550,"Harford Street, Mile End",51.521564,-0.039264,23
552,"Watney Street, Shadwell",51.511542,-0.056667,27
553,"Regent's Row , Haggerston ",51.535678,-0.062546,24
554,"Aberfeldy Street, Poplar",51.513548,-0.005659,16
556,"Heron Quays DLR, Canary Wharf",51.502661,-0.021596,27
557,"King Edward Street, St Pauls",51.51601,-0.0985,20
558,"Page Street, Westminster",51.493978,-0.127554,24
559,"Abbotsbury Road, Holland Park",51.501391,-0.205991,24
560,"Ladbroke Grove Central, Ladbroke Grove",51.511624,-0.205921,21
561,"Rectory Square, Stepney",51.518369,-0.043371,22
562,"Bury Place, Holborn",51.51746,-0.12335,21
563,"Preston's Road, Cubitt Town",51.499286,-0.009152,26
564,"Somerset House, Strand",51.509943,-0.117619,41
565,"Selby Street, Whitechapel",51.521905,-0.063386,17
566,"Westfield Ariel Way, White City",51.509158,-0.224103,42
568,"Bishop's Bridge Road West, Bayswater",51.51616,-0.18697,18
569,"Pitfield Street Central, Hoxton",51.53213,-0.08299,30
570,"Upper Bank Street, Canary Wharf",51.503083,-0.017676,36
571,"Westfield Southern Terrace ,Shepherd's Bush",51.506256,-0.218337,29
572,"Greenland Road, Camden Town",51.539099,-0.141728,36
573,"Limerston Street, West Chelsea",51.485587,-0.18119,18
574,"Eagle Wharf Road, Hoxton",51.53356,-0.09315,45
576,"Alpha Grove, Millwall",51.497304,-0.022793,22
577,"Globe Town Market, Bethnal Green",51.528869,-0.047548,20
578,"Hollybush Gardens, Bethnal Green",51.527607,-0.057133,32
579,"Queen Street 2, Bank",51.511246,-0.093051,36
580,"Doddington Grove, Kennington",51.48692917,-0.102996299,36
581,"New Cavendish Street, Marylebone",51.519167,-0.147983,18
583,"Abingdon Green, Westminster",51.497622,-0.125978,20
584,"Ilchester Gardens, Bayswater",51.51244,-0.19096,21
586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,31
587,"Monument Street, Monument",51.50964,-0.08497,22
588,"Hoxton Street, Hoxton",51.52959,-0.0801,27
589,"Drayton Gardens, West Chelsea",51.487196,-0.179369,18
590,"Greenberry Street, St.John's Wood",51.53256,-0.16862,26
591,"Westfield Library Corner, Shepherd's Bush",51.506093,-0.2242237,27
592,"Bishop's Bridge Road East, Bayswater",51.5171,-0.18377,20
593,"Northdown Street, King's Cross",51.531066,-0.11934,21
594,"Kingsway Southbound, Strand",51.513875,-0.117774,33
595,"Hammersmith Road, Hammersmith",51.493267,-0.21985,22
596,"Parson's Green , Parson's Green",51.472817,-0.199783,21
597,"Fulham Park Road, Fulham",51.473471,-0.20782,27
598,"Southerton Road, Hammersmith",51.494499,-0.228188,38
599,"Manbre Road, Hammersmith",51.485743,-0.223616,28
600,"South Lambeth Road, Vauxhall",51.481747,-0.124642,21
601,"BBC White City, White City",51.514767,-0.225787,36
602,"Union Grove, Wandsworth Road",51.472993,-0.133972,45
603,"Caldwell Street, Stockwell",51.477839,-0.116493,44
604,"St Martins Close, Camden Town",51.538792,-0.138535,18
605,"Seymour Place, Marylebone",51.520331,-0.163667,29
606,"Addison Road, Holland Park",51.504199,-0.210941,26
607,"Putney Bridge Station, Fulham",51.468814,-0.210279,21
608,"Colet Gardens, Hammersmith",51.491093,-0.216493,30
609,"Sugden Road, Clapham",51.46512358,-0.157788279,19
610,"Danvers Street, West Chelsea",51.48256792,-0.172078187,21
611,"Princedale Road , Holland Park",51.50646524,-0.208486599,20
612,"Wandsworth Rd, Isley Court, Wandsworth Road",51.46925984,-0.141812513,30
613,"Woodstock Grove, Shepherd's Bush",51.50403821,-0.217400093,24
614,"Bradmead, Battersea Park",51.47817208,-0.144690541,40
615,"Finlay Street, Fulham",51.4768851,-0.215895601,24
616,"Aintree Street, Fulham",51.48102131,-0.209973497,24
617,"Elysium Place, Fulham",51.47107905,-0.207842908,21
618,"Eel Brook Common, Walham Green",51.47625965,-0.193254007,24
619,"Irene Road, Parsons Green",51.4737636,-0.197010096,43
620,"Surrey Lane, Battersea",51.47518024,-0.167160736,28
621,"Wandsworth Town Station, Wandsworth",51.46086446,-0.187427294,33
622,"Lansdowne Road, Ladbroke Grove",51.50748124,-0.205535908,29
623,"Nantes Close, Wandsworth",51.46193072,-0.180791784,22
624,"Courland Grove, Wandsworth Road",51.4729184,-0.132102704,40
625,"Queen's Circus, Battersea Park",51.47761941,-0.149551631,28
626,"Normand Park, West Kensington",51.48438657,-0.20481514,24
627,"Holden Street, Battersea",51.4687905,-0.158230901,20
628,"William Morris Way, Sands End",51.46881971,-0.184318843,26
629,"Morie Street, Wandsworth",51.45995384,-0.190184054,28
630,"Clarence Walk, Stockwell",51.47073264,-0.126994068,28
631,"Battersea Park Road, Nine Elms",51.4795017,-0.141770709,27
632,"Sheepcote Lane, Battersea",51.47053858,-0.163041605,27
633,"Vereker Road, West Kensington",51.48959104,-0.209378594,32
634,"Brook Green South, Brook Green",51.49434708,-0.215804559,33
635,"Greyhound Road, Hammersmith",51.48606206,-0.214428378,37
636,"South Park, Sands End",51.46706414,-0.193502076,28
637,"Spencer Park, Wandsworth Common",51.45787019,-0.174691623,25
638,"Falcon Road, Clapham Junction",51.46663393,-0.169821175,28
639,"Coomer Place, West Kensington",51.48357068,-0.202038682,27
640,"Silverthorne Road, Battersea",51.47286577,-0.148059277,27
641,"Archbishop's Park, Waterloo",51.49824168,-0.117495865,23
642,"Fawcett Close, Battersea",51.46916161,-0.174485792,36
643,"All Saints' Road, Portobello",51.5190427,-0.204764421,22
644,"Rainville Road, Hammersmith",51.48373225,-0.223852256,36
645,"Great Suffolk Street, The Borough",51.50173215,-0.100292412,21
646,"Buckingham Gate, Westminster",51.49886563,-0.137424571,16
647,"Richmond Way, Shepherd's Bush",51.50035306,-0.217515071,27
649,"World's End Place, West Chelsea",51.48180515,-0.18027465,22
650,"St. Mark's Road, North Kensington",51.51687069,-0.213872396,23
651,"Thorndike Close, West Chelsea",51.48089844,-0.183853573,25
652,"Evesham Street, Avondale",51.51148696,-0.218190203,29
653,"Simpson Street, Clapham Junction",51.47084722,-0.17070367,25
654,"Ashmole Estate, Oval",51.48267821,-0.117661574,34
655,"Crabtree Lane, Fulham",51.48294452,-0.219346128,27
656,"Broomhouse Lane, Parsons Green",51.46841875,-0.199135704,29
657,"Blythe Road West, Shepherd's Bush",51.4996806,-0.221791552,21
658,"Ethelburga Estate, Battersea Park",51.47729232,-0.16478637,30
659,"Grant Road West, Clapham Junction",51.46437067,-0.174619404,57
660,"West Kensington Station, West Kensington",51.49087074,-0.206029743,22
661,"All Saints Church, Portobello",51.51632095,-0.202608612,37
662,"Phene Street, Chelsea",51.48498496,-0.167919869,24
663,"Clarendon Road, Avondale",51.51323001,-0.211593602,24
664,"Austin Road, Battersea Park",51.474376,-0.155442787,24
665,"Smugglers Way, Wandsworth",51.46108367,-0.191722864,28
666,"Olympia Way, Olympia",51.49610093,-0.208158259,38
667,"Shepherd's Bush Road North, Shepherd's Bush",51.5015946,-0.222293381,34
668,"Ravenscourt Park Station, Hammersmith",51.49422354,-0.236769936,26
669,"Teversham Lane, Stockwell",51.47614939,-0.1232585,39
670,"Ashley Crescent, Battersea",51.46718562,-0.152248582,28
671,"Parsons Green Station, Parsons Green",51.475089,-0.201968,56
672,"Grant Road Central, Clapham Junction",51.4646884,-0.173656546,28
673,"Hibbert Street, Battersea",51.46517078,-0.18038939,36
674,"Carnegie Street, King's Cross",51.53546778,-0.11619105,40
675,"Usk Road, Clapham Junction",51.46348914,-0.182126248,30
676,"Hartington Road, Stockwell",51.47787084,-0.126874471,35
677,"Heath Road, Battersea",51.46866929,-0.146544642,27
678,"Esmond Street, Putney",51.46231278,-0.211468596,30
679,"Orbel Street, Battersea",51.47453545,-0.170210533,26
680,"Westbridge Road, Battersea",51.47768469,-0.170329317,28
681,"Bishop's Avenue, Fulham",51.47303687,-0.214749808,46
682,"Crisp Road, Hammersmith",51.48810829,-0.22660621,46
683,"Dorothy Road, Clapham Junction",51.46506424,-0.163750945,28
684,"Neville Gill Close, Wandsworth",51.45475251,-0.195197203,32
685,"Osiers Road, Wandsworth",51.46067005,-0.198735357,30
686,"Beryl Road, Hammersmith",51.48814438,-0.222456468,26
687,"Maclise Road, Olympia",51.49760804,-0.21145598,26
688,"Northfields, Wandsworth",51.46095151,-0.20066766,28
689,"Spanish Road, Clapham Junction",51.45922541,-0.180884959,30
690,"Stanley Grove, Battersea",51.47047503,-0.152130083,24
691,"Erin Close, Walham Green",51.47946386,-0.195777222,24
692,"Cadogan Close, Victoria Park",51.54211855,-0.028941601,22
693,"Felsham Road, Putney",51.464786,-0.215618902,18
694,"Putney Rail Station, Putney",51.46071722,-0.216526155,20
695,"Islington Green, Angel",51.53638435,-0.102757578,21
696,"Charing Cross Hospital, Hammersmith",51.48728535,-0.217995921,21
697,"Charlotte Terrace, Angel",51.53639219,-0.112721065,25
698,"Shoreditch Court, Haggerston",51.53908372,-0.070329419,35
699,"Belford House, Haggerston",51.5366541,-0.07023031,39
700,"Battersea Church Road, Battersea",51.47696496,-0.174347066,25
701,"Vicarage Crescent, Battersea",51.47287627,-0.176267008,30
702,"Durant Street, Bethnal Green",51.52868155,-0.065550321,24
703,"St. Bride Street, Holborn",51.51505991,-0.10534448,25
704,"Mexfield Road, East Putney",51.45682071,-0.202802098,18
706,"Snowsfields, London Bridge",51.50215353,-0.083632928,31
707,"Barons Court Station, West Kensington",51.49021762,-0.215087092,32
708,"Disraeli Road, Putney",51.46161068,-0.21614583,33
709,"Montserrat Road , Putney",51.46321128,-0.215550761,23
710,"Albert Bridge Road, Battersea Park",51.47439218,-0.163347594,20
711,"Everington Street, Fulham",51.48335692,-0.216305546,31
712,"Mile End Stadium, Mile End",51.51854104,-0.034903714,22
713,"Hawley Crescent, Camden Town",51.54100708,-0.14326094,22
714,"Stewart's Road, Wandsworth Road",51.47311696,-0.137235175,28
715,"Aylward Street, Stepney",51.51563007,-0.049067243,22
716,"Stainsby Road , Poplar",51.51542791,-0.02356501,24
717,"Dunston Road , Haggerston",51.53658514,-0.075885686,43
718,"Ada Street, Hackney Central",51.53571683,-0.060291813,45
719,"Victoria Park Road, Hackney Central",51.53642464,-0.054162264,34
720,"Star Road, West Kensington",51.48724429,-0.205279052,23
721,"Wendon Street, Old Ford",51.53603947,-0.026262677,18
722,"Finnis Street, Bethnal Green",51.52458353,-0.058631453,19
723,"Stephendale Road, Sands End",51.46822047,-0.190346493,48
724,"Alma Road, Wandsworth",51.45799126,-0.184806157,28
726,"Alfreda Street, Battersea Park",51.47505096,-0.150908371,22
727,"Chesilton Road, Fulham",51.47569809,-0.20587627,23
728,"Putney Bridge Road, East Putney",51.46199911,-0.206240805,29
729,"St. Peter's Terrace, Fulham",51.47893931,-0.208485293,24
730,"Bridge Avenue, Hammersmith",51.49208492,-0.229116862,18
731,"Michael Road, Walham Green",51.47727637,-0.189210466,37
732,"Duke Street Hill, London Bridge",51.50630441,-0.087262995,21
733,"Park Lane, Mayfair",51.50542628,-0.150817316,18
734,"Plough Terrace, Clapham Junction",51.46230566,-0.175407201,31
735,"Grant Road East, Clapham Junction",51.46489445,-0.17302926,35
736,"Queensdale Road, Shepherd's Bush",51.50659035,-0.216104479,28
737,"Fulham Broadway, Walham Green",51.47993289,-0.19411695,26
738,"Imperial Road, Sands End",51.47514228,-0.187278987,37
739,"Hortensia Road, West Brompton",51.48176572,-0.185273723,28
740,"Sirdar Road, Avondale",51.51092871,-0.214594781,26
741,"Freston Road, Avondale",51.5129814,-0.219486603,23
742,"Blenheim Crescent, Ladbroke Grove",51.51510818,-0.208565479,22
743,"Oxford Road, Putney",51.46079243,-0.212607684,29
744,"Ingrave Street, Clapham Junction",51.46745485,-0.172293499,30
745,"Upcerne Road, West Chelsea",51.47816972,-0.18243547,29
746,"Lots Road, West Chelsea",51.4795738,-0.17903854,24
747,"Ormonde Gate, Chelsea",51.48796408,-0.161765173,24
748,"Hertford Road, De Beauvoir Town",51.53727795,-0.079201849,25
749,"Haggerston Road, Haggerston ",51.53932857,-0.074284675,37
750,"Culvert Road, Battersea",51.4710956,-0.157850096,27
751,"Newton Street, Covent Garden",51.51612862,-0.120909408,24
752,"Manfred Road, East Putney",51.45816465,-0.20600248,29
753,"Hammersmith Town Hall, Hammersmith",51.49263658,-0.234094148,28
754,"Grenfell Road, Avondale",51.5129006,-0.214762686,24
755,"The Vale, Chelsea",51.48512191,-0.174971902,24
756,"Prince of Wales Drive, Battersea Park",51.47515398,-0.159169801,21
757,"Harcourt Terrace, West Brompton",51.48795853,-0.187404506,24
758,"Westbourne Park Road, Portobello",51.51787005,-0.201005397,23
759,"Broadley Terrace, Marylebone",51.52456169,-0.165668686,18
760,"Rossmore Road, Marylebone",51.52526975,-0.163795009,18
761,"Humbolt Road, Fulham",51.48321729,-0.211860644,26
762,"Storey's Gate, Westminster",51.50070305,-0.129698963,21
763,"Mile End Park Leisure Centre, Mile End",51.52059714,-0.032566533,47
764,"St. John's Road, Clapham Junction",51.46239255,-0.16829214,33
765,"Ranelagh Gardens, Fulham",51.46760141,-0.20682737,39
766,"Ram Street, Wandsworth",51.45752945,-0.192165613,25
767,"Santos Road, Wandsworth",51.45705988,-0.200806304,30
768,"Clapham Common North Side, Clapham Common",51.46134382,-0.159322467,37
769,"Sandilands Road, Walham Green",51.473611,-0.191803,21
770,"Gwendwr Road, West Kensington",51.491026,-0.209121,30
771,"Rifle Place, Avondale",51.509224,-0.216016,21
772,"Binfield Road, Stockwell",51.47250956,-0.122831913,35
773,"Tallis Street, Temple",51.511891,-0.107349,24
774,"Hurlingham Park, Parsons Green",51.470131,-0.20464,20
775,"Little Brook Green, Brook Green",51.496664,-0.223868,33
776,"Abyssinia Close, Clapham Junction",51.460333,-0.167029,20
777,"Limburg Road, Clapham Junction",51.4619230679,-0.1652978567,21
779,"Houndsditch, Aldgate",51.514449,-0.077178979,28
780,"Imperial Wharf Station, Sands End",51.474665,-0.18316517,25
781,"Victoria & Albert Museum, South Kensington",51.495898,-0.173009,30
782,"Halford Road, West Kensington",51.483911,-0.19760944,24
783,"Monier Road, Hackney Wick",51.5403115,-0.021630359,27
784,"East Village, Queen Elizabeth Olympic Park",51.546326,-0.00993526,34
785,"Aquatic Centre, Queen Elizabeth Olympic Park",51.54094,-0.010510565,64
786,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",51.549369,-0.015717614,44
787,"Timber Lodge, Queen Elizabeth Olympic Park",51.546805,-0.01469126,35
788,"Copper Box Arena, Queen Elizabeth Olympic Park",51.544836,-0.019524752,33
789,"Podium, Queen Elizabeth Olympic Park",51.538718,-0.011889482,39
790,"Stratford Station, Stratford",51.541793,-0.00481,28
792,"Blackfriars Road, Southwark",51.505461,-0.10454093,42
793,"Cromer Street, Bloomsbury",51.528279,-0.11955857,28
794,"Lansdowne Way Bus Garage, Stockwell",51.474567,-0.12458,28
796,"Coram Street, Bloomsbury",51.524,-0.12640984,29
797,"Ossulston Street, Somers Town",51.5293,-0.12827903,30
798,"Birkenhead Street, King's Cross",51.5301998755,-0.1222994408,27
799,"Kings Gate House, Westminster",51.4976984561,-0.1375988963,24
800,"Sopwith Way, Battersea Park",51.4811219398,-0.1490353749,30
801,"Lavington Street, Bankside",51.5052241745,-0.0980318119,29
802,"Albert Square, Stockwell",51.4765900593,-0.1182567891,32
803,"Southwark Street, Bankside",51.5054099403,-0.0983410885,23
804,"Good's Way, King's Cross",51.5346677396,-0.1250786529,27
805,"Bevington Road, North Kensington",51.5200694188,-0.2063383843,27
806,"Handyside Street, King's Cross",51.5372405623,-0.1248073857,27
807,"Bevington Road West, North Kensington",51.5212,-0.20888818,24
808,"Stockwell Roundabout, Stockwell",51.4734862092,-0.1225556298,33
809,"Lincoln's Inn Fields, Holborn",51.5162778834,-0.1182729916,28
810,"Tate Modern, Bankside",51.5067252868,-0.0988072462,30
811,"Westferry Circus, Canary Wharf",51.5057030357,-0.0277727426,36
812,"Here East North, Queen Elizabeth Olympic Park",51.5487311915,-0.0226065549,28
813,"New Spring Gardens Walk, Vauxhall",51.4878074485,-0.1227596259,37
814,"Clapham Road, Lingham Street, Stockwell",51.4714330677,-0.1236707357,30
815,"Lambeth Palace Road, Waterloo",51.5000891978,-0.1166287007,35
816,"Here East South, Queen Elizabeth Olympic Park",51.5465327935,-0.0205975905,28
817,"Riverlight South, Nine Elms",51.4813354746,-0.1382122959,26
818,"One Tower Bridge, Bermondsey",51.503127803,-0.0786555074,13
819,"Belvedere Road 2, South Bank",51.50621,-0.114842,38
820,"Victory Place, Walworth",51.492807,-0.091938,24
821,"Battersea Power Station, Battersea Park",51.4835074867,-0.1477145574,27
826,"Allington street, Westminster",51.496863,-0.1429434,28
827,"Cranmer Road, Stockwell",51.479601,-0.11147178,24
828,"Normandy Road, Stockwell",51.473874,-0.11258096,32
829,"Wynne Road, Stockwell",51.469217,-0.11268674,25
830,"Sidney Road, Stockwell",51.469202,-0.11902256,27
831,"St John's Crescent, Brixton",51.466232,-0.11317995,25
832,"Ferndale Road, Brixton. ",51.464019,-0.11578197,30
833,"Saltoun Road, Brixton",51.460232,-0.11537509,42
795,"Melton Street, Euston",51.526907,-0.134157,20
