,dt_iso,temp,humidity,wind_speed,clouds_all
11804,2017-06-07 12:00:00,289.07,51,11,75
11805,2017-06-07 13:00:00,290.15,48,9,40
11806,2017-06-07 14:00:00,290.56,48,9,75
11807,2017-06-07 15:00:00,291.14,45,10,0
11808,2017-06-07 16:00:00,291.53,42,10,0
11809,2017-06-07 17:00:00,291.4,55,5,40
11810,2017-06-07 18:00:00,291.07,42,9,68
11811,2017-06-07 19:00:00,290.15,55,8,40
11812,2017-06-07 20:00:00,289.06,59,8,68
11813,2017-06-07 21:00:00,287.81,59,8,92
11814,2017-06-07 22:00:00,287.14,67,8,92
11815,2017-06-07 23:00:00,286.6,67,5,75
11816,2017-06-08 00:00:00,285.92,82,6,75
11817,2017-06-08 01:00:00,286.15,82,4,90
11819,2017-06-08 02:00:00,286.45,87,6,90
11820,2017-06-08 03:00:00,286.59,82,6,90
11821,2017-06-08 04:00:00,286.55,77,7,75
11822,2017-06-08 05:00:00,286.64,77,6,75
11823,2017-06-08 06:00:00,286.7,77,6,40
11824,2017-06-08 07:00:00,286.55,87,6,40
11825,2017-06-08 08:00:00,287.06,77,5,40
11826,2017-06-08 09:00:00,287.4,82,6,75
11827,2017-06-08 10:00:00,287.91,67,7,75
11828,2017-06-08 11:00:00,288.81,63,8,75
11829,2017-06-08 12:00:00,288.84,59,7,75
11830,2017-06-08 13:00:00,288.39,67,8,90
11832,2017-06-08 14:00:00,288.91,68,7,75
11834,2017-06-08 15:00:00,288.91,68,7,90
11835,2017-06-08 16:00:00,289.06,72,9,90
11836,2017-06-08 17:00:00,289.98,72,6,90
11837,2017-06-08 18:00:00,290.07,72,5,90
11839,2017-06-08 19:00:00,290.45,68,8,75
11840,2017-06-08 20:00:00,289.98,68,6,40
11841,2017-06-08 21:00:00,289.65,72,5,64
11842,2017-06-08 22:00:00,288.69,93,3,75
11843,2017-06-08 23:00:00,288.39,77,5,90
11844,2017-06-09 00:00:00,287.69,93,3,75
11846,2017-06-09 01:00:00,287.04,93,3,75
11848,2017-06-09 02:00:00,286.74,87,4,75
11849,2017-06-09 03:00:00,286.65,87,4,75
11850,2017-06-09 04:00:00,285.89,87,5,75
11851,2017-06-09 05:00:00,285.44,87,4,20
11852,2017-06-09 06:00:00,284.71,93,3,20
11853,2017-06-09 07:00:00,285.25,93,5,20
11854,2017-06-09 08:00:00,286.23,87,5,40
11855,2017-06-09 09:00:00,287.48,77,7,75
11856,2017-06-09 10:00:00,288.3,72,7,75
11857,2017-06-09 11:00:00,289.07,77,6,92
11858,2017-06-09 12:00:00,290.32,72,6,24
11859,2017-06-09 13:00:00,290.4,63,6,24
11860,2017-06-09 14:00:00,291.07,59,7,40
11861,2017-06-09 15:00:00,291.98,59,6,75
11862,2017-06-09 16:00:00,291.99,52,7,40
11863,2017-06-09 17:00:00,292.4,56,7,40
11864,2017-06-09 18:00:00,292.31,68,4,40
11865,2017-06-09 19:00:00,292.38,52,5,40
11866,2017-06-09 20:00:00,291.65,49,6,20
11867,2017-06-09 21:00:00,289.98,63,7,20
11868,2017-06-09 22:00:00,288.73,68,4,75
11869,2017-06-09 23:00:00,287.96,72,6,80
11870,2017-06-10 00:00:00,287.54,72,4,44
11871,2017-06-10 01:00:00,287.14,72,4,44
11872,2017-06-10 02:00:00,286.14,82,3,44
11873,2017-06-10 03:00:00,286.15,82,3,88
11874,2017-06-10 04:00:00,286.36,77,2,88
11875,2017-06-10 05:00:00,286.36,77,3,88
11876,2017-06-10 06:00:00,286.47,82,3,92
11877,2017-06-10 07:00:00,286.7,82,3,20
11878,2017-06-10 08:00:00,287.47,82,3,92
11879,2017-06-10 09:00:00,288.99,67,4,68
11880,2017-06-10 10:00:00,290.9,63,5,40
11881,2017-06-10 11:00:00,292.15,60,7,75
11882,2017-06-10 12:00:00,293.3,52,6,40
11883,2017-06-10 13:00:00,294.38,43,8,20
11884,2017-06-10 14:00:00,294.76,46,8,8
11885,2017-06-10 15:00:00,294.99,43,8,0
11886,2017-06-10 16:00:00,294.75,46,7,0
11887,2017-06-10 17:00:00,293.91,53,8,0
11888,2017-06-10 18:00:00,293.23,60,8,75
11889,2017-06-10 19:00:00,293.33,60,5,90
11890,2017-06-10 20:00:00,293.48,60,6,20
11891,2017-06-10 21:00:00,292.65,72,4,0
11892,2017-06-10 22:00:00,291.78,64,5,0
11893,2017-06-10 23:00:00,291.14,72,5,0
11894,2017-06-11 00:00:00,290.54,72,4,12
11895,2017-06-11 01:00:00,290.05,77,5,12
11896,2017-06-11 02:00:00,289.71,82,3,90
11897,2017-06-11 03:00:00,289.48,88,3,75
11898,2017-06-11 04:00:00,289.48,88,3,75
11899,2017-06-11 05:00:00,289.59,82,3,75
11901,2017-06-11 06:00:00,289.64,88,4,40
11903,2017-06-11 07:00:00,289.43,82,4,40
11904,2017-06-11 08:00:00,289.84,82,5,75
11905,2017-06-11 09:00:00,290.76,82,4,90
11906,2017-06-11 10:00:00,291.83,77,5,75
11907,2017-06-11 11:00:00,292.52,56,6,75
11908,2017-06-11 12:00:00,293.37,46,7,75
11909,2017-06-11 13:00:00,294.22,46,8,75
11910,2017-06-11 14:00:00,294.45,40,8,92
11911,2017-06-11 15:00:00,293.75,40,9,0
11912,2017-06-11 16:00:00,293.23,49,7,0
11913,2017-06-11 17:00:00,293.22,49,10,20
11914,2017-06-11 18:00:00,293.15,46,9,76
11915,2017-06-11 19:00:00,292.31,49,8,40
11916,2017-06-11 20:00:00,291.65,56,7,40
11917,2017-06-11 21:00:00,290.48,59,8,75
11918,2017-06-11 22:00:00,288.97,68,5,75
11919,2017-06-11 23:00:00,288.14,59,7,0
11920,2017-06-12 00:00:00,287.15,62,5,20
11921,2017-06-12 01:00:00,286.6,67,5,0
11922,2017-06-12 02:00:00,286.24,62,8,0
11923,2017-06-12 03:00:00,285.52,76,5,40
11924,2017-06-12 04:00:00,285.54,71,7,0
11925,2017-06-12 05:00:00,285.59,76,6,0
11926,2017-06-12 06:00:00,285.15,76,6,20
11927,2017-06-12 07:00:00,285.78,71,7,90
11928,2017-06-12 08:00:00,286.38,67,6,90
11929,2017-06-12 09:00:00,287.15,72,7,40
11930,2017-06-12 10:00:00,288.22,67,8,75
11931,2017-06-12 11:00:00,288.61,63,8,90
11932,2017-06-12 12:00:00,289.4,59,7,75
11933,2017-06-12 13:00:00,289.9,59,7,90
11934,2017-06-12 14:00:00,290.15,59,7,75
11935,2017-06-12 15:00:00,290.84,55,8,75
11936,2017-06-12 16:00:00,291.14,52,8,75
11937,2017-06-12 17:00:00,291.24,52,7,40
11938,2017-06-12 18:00:00,291.31,52,7,40
11939,2017-06-12 19:00:00,291.39,52,7,75
11940,2017-06-12 20:00:00,291.24,52,6,40
11941,2017-06-12 21:00:00,289.88,59,3,20
11942,2017-06-12 22:00:00,288.69,63,2,20
11943,2017-06-12 23:00:00,287.24,71,3,0
11944,2017-06-13 00:00:00,286.03,76,4,0
11945,2017-06-13 01:00:00,285.36,82,4,0
11946,2017-06-13 02:00:00,285.03,72,3,0
11947,2017-06-13 03:00:00,283.64,87,3,0
11948,2017-06-13 04:00:00,283.47,87,2,0
11949,2017-06-13 05:00:00,283.8,82,2,0
11950,2017-06-13 06:00:00,283.33,87,3,0
11951,2017-06-13 07:00:00,284.54,82,2,0
11952,2017-06-13 08:00:00,285.83,76,2,0
11953,2017-06-13 09:00:00,287.83,67,2,0
11954,2017-06-13 10:00:00,289.37,67,2,0
11955,2017-06-13 11:00:00,290.53,59,2,0
11956,2017-06-13 12:00:00,291.98,52,1,24
11957,2017-06-13 13:00:00,292.91,49,2,24
11958,2017-06-13 14:00:00,293.68,46,3,24
11959,2017-06-13 15:00:00,294.23,56,1,40
11960,2017-06-13 16:00:00,294.45,43,2,20
11961,2017-06-13 17:00:00,294.73,43,1,20
11962,2017-06-13 18:00:00,294.61,46,2,76
11963,2017-06-13 19:00:00,294.69,46,3,76
11964,2017-06-13 20:00:00,294.15,49,2,76
11965,2017-06-13 21:00:00,292.88,60,5,100
11966,2017-06-13 22:00:00,292.15,68,3,75
11967,2017-06-13 23:00:00,290.97,64,4,75
11968,2017-06-14 00:00:00,289.92,63,2,75
11969,2017-06-14 01:00:00,288.93,59,2,40
11970,2017-06-14 02:00:00,287.73,67,2,0
11971,2017-06-14 03:00:00,286.73,72,3,0
11972,2017-06-14 04:00:00,285.73,72,2,0
11973,2017-06-14 05:00:00,285.42,72,2,0
11974,2017-06-14 06:00:00,285.03,72,1,0
11975,2017-06-14 07:00:00,286.86,72,1,0
11976,2017-06-14 08:00:00,288.96,67,2,0
11977,2017-06-14 09:00:00,291.37,68,2,0
11978,2017-06-14 10:00:00,292.81,60,3,0
11979,2017-06-14 11:00:00,294.53,56,4,0
11980,2017-06-14 12:00:00,295.4,49,4,8
11981,2017-06-14 13:00:00,296.32,50,5,20
11982,2017-06-14 14:00:00,297.07,53,6,20
11983,2017-06-14 15:00:00,297.15,53,7,20
11984,2017-06-14 16:00:00,297.31,50,8,0
11985,2017-06-14 17:00:00,297.15,47,7,0
11986,2017-06-14 18:00:00,297.31,47,7,0
11987,2017-06-14 19:00:00,296.82,46,8,0
11988,2017-06-14 20:00:00,296.15,53,6,0
11989,2017-06-14 21:00:00,294.24,60,6,0
11990,2017-06-14 22:00:00,291.99,68,6,0
11991,2017-06-14 23:00:00,290.69,68,2,0
11992,2017-06-15 00:00:00,289.55,77,3,20
11993,2017-06-15 01:00:00,289.04,77,2,20
11994,2017-06-15 02:00:00,288.54,82,2,40
11995,2017-06-15 03:00:00,287.92,82,1,48
11996,2017-06-15 04:00:00,287.54,82,0,48
11997,2017-06-15 05:00:00,287.03,82,1,48
11999,2017-06-15 06:00:00,286.36,87,2,0
12001,2017-06-15 07:00:00,287.4,77,3,0
12002,2017-06-15 08:00:00,289.64,72,3,0
12003,2017-06-15 09:00:00,291.64,64,5,0
12004,2017-06-15 10:00:00,292.97,60,5,0
12005,2017-06-15 11:00:00,294.14,49,7,0
12006,2017-06-15 12:00:00,294.83,44,7,8
12007,2017-06-15 13:00:00,295.13,41,7,8
12008,2017-06-15 14:00:00,295.21,50,9,20
12009,2017-06-15 15:00:00,295.22,49,7,75
12010,2017-06-15 16:00:00,295.37,47,7,40
12011,2017-06-15 17:00:00,295.22,44,9,40
12012,2017-06-15 18:00:00,294.22,38,9,0
12013,2017-06-15 19:00:00,293.47,37,9,0
12014,2017-06-15 20:00:00,292.23,42,10,0
12015,2017-06-15 21:00:00,291.05,48,10,0
12016,2017-06-15 22:00:00,289.64,48,10,0
12017,2017-06-15 23:00:00,288.59,55,9,0
12018,2017-06-16 00:00:00,287.37,67,7,8
12019,2017-06-16 01:00:00,286.37,71,6,8
12020,2017-06-16 02:00:00,286.05,67,5,8
12021,2017-06-16 03:00:00,284.9,82,5,0
12022,2017-06-16 04:00:00,285.25,76,5,0
12023,2017-06-16 05:00:00,285.14,76,5,0
12024,2017-06-16 06:00:00,284.47,87,4,0
12025,2017-06-16 07:00:00,285.24,93,3,0
12026,2017-06-16 08:00:00,287.06,76,3,0
12027,2017-06-16 09:00:00,288.68,63,5,0
12028,2017-06-16 10:00:00,289.81,59,6,20
12029,2017-06-16 11:00:00,290.37,52,6,75
12030,2017-06-16 12:00:00,291.31,52,5,40
12031,2017-06-16 13:00:00,292.14,49,6,75
12032,2017-06-16 14:00:00,293.15,49,7,75
12033,2017-06-16 15:00:00,293.48,52,6,75
12034,2017-06-16 16:00:00,294.73,49,5,40
12035,2017-06-16 17:00:00,294.76,49,6,75
12036,2017-06-16 18:00:00,295.15,49,4,75
12037,2017-06-16 19:00:00,295.25,56,2,20
12038,2017-06-16 20:00:00,295.05,53,5,75
12039,2017-06-16 21:00:00,293.91,60,4,68
12040,2017-06-16 22:00:00,292.43,68,3,20
12041,2017-06-16 23:00:00,291.85,77,2,0
12042,2017-06-17 00:00:00,290.92,77,3,8
12043,2017-06-17 01:00:00,290.57,72,4,8
12044,2017-06-17 02:00:00,289.74,77,3,8
12045,2017-06-17 03:00:00,289.34,77,3,8
12046,2017-06-17 04:00:00,288.63,82,3,8
12047,2017-06-17 05:00:00,288.12,82,3,8
12048,2017-06-17 06:00:00,287.72,88,2,0
12049,2017-06-17 07:00:00,288.63,82,2,0
12050,2017-06-17 08:00:00,290.23,77,2,0
12051,2017-06-17 09:00:00,291.97,72,2,0
12052,2017-06-17 10:00:00,294.6,64,2,0
12053,2017-06-17 11:00:00,295.98,60,3,0
12054,2017-06-17 12:00:00,297.75,50,3,8
12055,2017-06-17 13:00:00,298.48,50,2,8
12056,2017-06-17 14:00:00,298.97,47,3,75
12057,2017-06-17 15:00:00,300.14,45,3,0
12058,2017-06-17 16:00:00,300.32,45,2,0
12059,2017-06-17 17:00:00,300.48,57,2,40
12060,2017-06-17 18:00:00,300.84,42,4,0
12061,2017-06-17 19:00:00,300.4,45,3,0
12062,2017-06-17 20:00:00,299.82,48,3,0
12063,2017-06-17 21:00:00,298.98,54,4,0
12064,2017-06-17 22:00:00,296.79,61,4,75
12065,2017-06-17 23:00:00,295.23,61,4,0
12066,2017-06-18 00:00:00,294.25,69,3,8
12067,2017-06-18 01:00:00,293.47,64,3,8
12068,2017-06-18 02:00:00,292.14,68,3,8
12069,2017-06-18 03:00:00,291.36,68,2,20
12070,2017-06-18 04:00:00,290.34,68,2,20
12071,2017-06-18 05:00:00,289.25,93,1,0
12072,2017-06-18 06:00:00,289.62,72,2,0
12073,2017-06-18 07:00:00,290.71,68,3,0
12074,2017-06-18 08:00:00,293.12,73,1,0
12075,2017-06-18 09:00:00,295.72,64,2,0
12076,2017-06-18 10:00:00,297.96,54,2,0
12077,2017-06-18 11:00:00,298.52,54,2,0
12078,2017-06-18 12:00:00,299.83,48,2,20
12079,2017-06-18 13:00:00,300.38,45,2,20
12080,2017-06-18 14:00:00,301.3,40,3,20
12081,2017-06-18 15:00:00,301.6,40,2,92
12082,2017-06-18 16:00:00,302.14,38,2,92
12083,2017-06-18 17:00:00,302.37,38,3,92
12084,2017-06-18 18:00:00,302.15,40,4,88
12085,2017-06-18 19:00:00,301.98,42,5,88
12086,2017-06-18 20:00:00,300.74,48,5,88
12087,2017-06-18 21:00:00,299.42,54,3,92
12088,2017-06-18 22:00:00,297.25,69,2,0
12089,2017-06-18 23:00:00,296.14,57,2,92
12090,2017-06-19 00:00:00,294.73,61,1,20
12091,2017-06-19 01:00:00,294.02,64,1,20
12092,2017-06-19 02:00:00,292.37,82,1,20
12093,2017-06-19 03:00:00,292.43,78,2,0
12094,2017-06-19 04:00:00,291.02,82,3,0
12095,2017-06-19 05:00:00,290.62,82,2,0
12096,2017-06-19 06:00:00,290.03,88,2,0
12097,2017-06-19 07:00:00,291.49,82,2,0
12098,2017-06-19 08:00:00,293.78,68,2,0
12099,2017-06-19 09:00:00,295.99,64,2,0
12100,2017-06-19 10:00:00,297.98,57,3,0
12101,2017-06-19 11:00:00,299.31,54,2,0
12102,2017-06-19 12:00:00,300.06,51,3,0
12103,2017-06-19 13:00:00,300.98,45,4,0
12104,2017-06-19 14:00:00,302.07,42,4,0
12105,2017-06-19 15:00:00,302.32,42,3,0
12106,2017-06-19 16:00:00,302.48,40,3,0
12107,2017-06-19 17:00:00,303.07,42,4,0
12108,2017-06-19 18:00:00,302.99,42,5,8
12109,2017-06-19 19:00:00,302.41,48,6,8
12110,2017-06-19 20:00:00,300.49,48,6,8
12111,2017-06-19 21:00:00,298.66,50,5,8
12112,2017-06-19 22:00:00,297.7,53,3,8
12113,2017-06-19 23:00:00,296.54,61,3,8
12114,2017-06-20 00:00:00,294.71,68,2,8
12115,2017-06-20 01:00:00,294.26,73,3,8
12116,2017-06-20 02:00:00,293.14,77,2,8
12117,2017-06-20 03:00:00,292.03,77,3,24
12118,2017-06-20 04:00:00,291.04,82,2,24
12119,2017-06-20 05:00:00,290.35,82,2,24
12122,2017-06-20 06:00:00,289.84,82,2,24
12125,2017-06-20 07:00:00,291.14,82,1,24
12128,2017-06-20 08:00:00,292.96,77,1,24
12130,2017-06-20 09:00:00,294.39,68,3,20
12131,2017-06-20 10:00:00,295.64,64,3,20
12133,2017-06-20 11:00:00,297.24,64,5,20
12134,2017-06-20 12:00:00,298.15,61,3,0
12135,2017-06-20 13:00:00,299.97,51,4,0
12136,2017-06-20 14:00:00,301.07,48,5,0
12137,2017-06-20 15:00:00,301.57,42,5,0
12138,2017-06-20 16:00:00,302.25,42,6,0
12139,2017-06-20 17:00:00,301.99,45,6,0
12140,2017-06-20 18:00:00,301.33,54,7,0
12141,2017-06-20 19:00:00,299.84,61,7,0
12142,2017-06-20 20:00:00,297.67,64,8,0
12143,2017-06-20 21:00:00,295.84,68,7,8
12144,2017-06-20 22:00:00,293.76,73,7,8
12145,2017-06-20 23:00:00,292.17,82,7,8
12146,2017-06-21 00:00:00,290.77,88,6,40
12147,2017-06-21 01:00:00,290.17,88,3,40
12148,2017-06-21 02:00:00,289.26,88,4,0
12149,2017-06-21 03:00:00,288.76,88,4,40
12150,2017-06-21 04:00:00,288.75,88,4,40
12151,2017-06-21 05:00:00,288.35,88,3,75
12152,2017-06-21 06:00:00,288.24,88,4,40
12153,2017-06-21 07:00:00,289.23,88,3,40
12155,2017-06-21 08:00:00,290.76,82,4,40
12157,2017-06-21 09:00:00,292.3,82,5,20
12158,2017-06-21 10:00:00,294.45,73,6,0
12159,2017-06-21 11:00:00,296.45,69,6,0
12160,2017-06-21 12:00:00,298.3,64,5,0
12161,2017-06-21 13:00:00,300.4,65,5,0
12162,2017-06-21 14:00:00,301.53,61,5,0
12163,2017-06-21 15:00:00,303.23,54,5,0
12164,2017-06-21 16:00:00,303.9,51,6,0
12165,2017-06-21 17:00:00,304.15,48,7,0
12167,2017-06-21 18:00:00,303.9,51,6,12
12168,2017-06-21 19:00:00,305.144,40,2,12
12169,2017-06-21 20:00:00,305.144,40,2,12
12170,2017-06-21 21:00:00,299.49,69,4,68
12171,2017-06-21 22:00:00,297.72,51,3,68
12172,2017-06-21 23:00:00,296.5,61,3,68
12173,2017-06-22 00:00:00,295.8,61,3,44
12174,2017-06-22 01:00:00,293.91,73,3,44
12175,2017-06-22 02:00:00,293.59,78,4,44
12176,2017-06-22 03:00:00,293.02,77,3,0
12177,2017-06-22 04:00:00,292.48,82,4,0
12178,2017-06-22 05:00:00,291.91,77,3,0
12179,2017-06-22 06:00:00,291.47,82,4,12
12180,2017-06-22 07:00:00,292.24,68,7,12
12181,2017-06-22 08:00:00,292.14,68,7,12
12184,2017-06-22 09:00:00,291.97,73,9,32
12186,2017-06-22 10:00:00,292.91,73,5,75
12187,2017-06-22 11:00:00,292.84,68,7,32
12189,2017-06-22 12:00:00,293.14,68,6,75
12191,2017-06-22 13:00:00,293.99,56,8,75
12192,2017-06-22 14:00:00,294.76,72,7,75
12193,2017-06-22 15:00:00,294.98,53,8,75
12194,2017-06-22 16:00:00,294.83,53,9,75
12195,2017-06-22 17:00:00,294.38,56,7,90
12196,2017-06-22 18:00:00,294.61,57,7,75
12197,2017-06-22 19:00:00,294.37,60,7,90
12198,2017-06-22 20:00:00,294.22,56,6,75
12199,2017-06-22 21:00:00,293.24,68,4,20
12200,2017-06-22 22:00:00,291.88,77,3,0
12201,2017-06-22 23:00:00,291.06,82,3,0
12202,2017-06-23 00:00:00,290.43,72,6,75
12203,2017-06-23 01:00:00,289.54,68,4,0
12204,2017-06-23 02:00:00,287.91,77,5,0
12205,2017-06-23 03:00:00,287.24,77,4,12
12206,2017-06-23 04:00:00,286.84,77,7,12
12207,2017-06-23 05:00:00,286.03,77,5,20
12208,2017-06-23 06:00:00,285.94,77,6,40
12209,2017-06-23 07:00:00,286.51,77,6,75
12210,2017-06-23 08:00:00,287.84,72,7,36
12211,2017-06-23 09:00:00,288.81,72,4,20
12212,2017-06-23 10:00:00,290.53,59,7,75
12213,2017-06-23 11:00:00,291.92,56,7,20
12214,2017-06-23 12:00:00,293.3,49,7,40
12215,2017-06-23 13:00:00,294.14,49,7,20
12216,2017-06-23 14:00:00,294.52,44,7,20
12217,2017-06-23 15:00:00,294.98,44,8,20
12218,2017-06-23 16:00:00,294.67,47,8,75
12219,2017-06-23 17:00:00,294.37,47,8,75
12220,2017-06-23 18:00:00,293.6,49,7,40
12221,2017-06-23 19:00:00,293.23,68,6,40
12222,2017-06-23 20:00:00,292.6,68,6,20
12223,2017-06-23 21:00:00,292.48,60,7,75
12224,2017-06-23 22:00:00,291.79,64,7,75
12225,2017-06-23 23:00:00,291.05,68,7,20
12226,2017-06-24 00:00:00,290.64,72,5,20
12227,2017-06-24 01:00:00,290.34,77,6,20
12228,2017-06-24 02:00:00,289.93,77,5,75
12229,2017-06-24 03:00:00,289.95,72,6,40
12230,2017-06-24 04:00:00,289.95,77,5,90
12231,2017-06-24 05:00:00,289.95,77,6,75
12232,2017-06-24 06:00:00,289.92,77,6,90
12233,2017-06-24 07:00:00,289.74,77,5,90
12234,2017-06-24 08:00:00,290.04,77,7,90
12235,2017-06-24 09:00:00,290.73,72,5,90
12236,2017-06-24 10:00:00,291.69,77,5,90
12237,2017-06-24 11:00:00,292.45,72,5,90
12238,2017-06-24 12:00:00,293.14,60,6,75
12239,2017-06-24 13:00:00,293.92,56,6,40
12240,2017-06-24 14:00:00,294.51,60,7,20
12241,2017-06-24 15:00:00,294.68,60,6,75
12242,2017-06-24 16:00:00,294.9,64,6,75
12243,2017-06-24 17:00:00,294.76,64,5,75
12244,2017-06-24 18:00:00,294.45,64,7,90
12245,2017-06-24 19:00:00,293.73,73,7,75
12247,2017-06-24 20:00:00,293.06,73,6,40
12249,2017-06-24 21:00:00,292.52,88,7,75
12250,2017-06-24 22:00:00,291.69,88,5,75
12252,2017-06-24 23:00:00,291.02,88,4,75
12253,2017-06-25 00:00:00,289.84,88,5,75
12254,2017-06-25 01:00:00,289.47,82,5,75
12255,2017-06-25 02:00:00,288.24,77,7,75
12256,2017-06-25 03:00:00,287.95,82,6,75
12257,2017-06-25 04:00:00,287.84,82,6,75
12258,2017-06-25 05:00:00,287.7,82,5,24
12259,2017-06-25 06:00:00,287.95,82,5,40
12260,2017-06-25 07:00:00,288.14,77,6,90
12261,2017-06-25 08:00:00,288.42,77,6,90
12262,2017-06-25 09:00:00,289.23,72,5,75
12263,2017-06-25 10:00:00,289.76,68,7,75
12264,2017-06-25 11:00:00,290.69,68,6,90
12265,2017-06-25 12:00:00,291.61,68,6,90
12266,2017-06-25 13:00:00,292.68,64,6,90
12267,2017-06-25 14:00:00,293.92,60,6,40
12268,2017-06-25 15:00:00,294.38,56,7,75
12269,2017-06-25 16:00:00,294.15,60,6,75
12270,2017-06-25 17:00:00,293.99,60,7,75
12271,2017-06-25 18:00:00,293.68,49,9,75
12272,2017-06-25 19:00:00,293.3,49,10,76
12273,2017-06-25 20:00:00,292.32,56,8,40
12274,2017-06-25 21:00:00,291.51,60,8,90
12275,2017-06-25 22:00:00,290.65,68,3,40
12276,2017-06-25 23:00:00,289.74,63,6,40
12277,2017-06-26 00:00:00,289.05,68,5,75
12278,2017-06-26 01:00:00,288.25,63,4,90
12279,2017-06-26 02:00:00,287.04,72,2,40
12280,2017-06-26 03:00:00,286.47,63,1,20
12281,2017-06-26 04:00:00,285.63,63,1,90
12282,2017-06-26 05:00:00,285.04,58,3,40
12283,2017-06-26 06:00:00,284.52,58,2,0
12284,2017-06-26 07:00:00,285.68,67,2,0
12285,2017-06-26 08:00:00,286.81,62,2,0
12286,2017-06-26 09:00:00,288.23,55,3,8
12287,2017-06-26 10:00:00,289.64,48,3,8
12288,2017-06-26 11:00:00,290.81,45,3,8
12289,2017-06-26 12:00:00,292.14,40,2,20
12290,2017-06-26 13:00:00,293.14,37,2,20
12291,2017-06-26 14:00:00,294.06,37,2,20
12292,2017-06-26 15:00:00,294.81,35,3,24
12293,2017-06-26 16:00:00,294.84,33,1,24
12294,2017-06-26 17:00:00,295.46,35,3,24
12295,2017-06-26 18:00:00,295.48,38,3,56
12296,2017-06-26 19:00:00,294.97,40,6,56
12297,2017-06-26 20:00:00,293.57,49,7,56
12298,2017-06-26 21:00:00,292.4,49,6,24
12299,2017-06-26 22:00:00,290.65,55,7,24
12300,2017-06-26 23:00:00,289.33,59,6,24
12301,2017-06-27 00:00:00,288.75,67,7,48
12302,2017-06-27 01:00:00,288.06,72,7,48
12303,2017-06-27 02:00:00,287.95,67,6,48
12304,2017-06-27 03:00:00,287.85,63,5,48
12305,2017-06-27 04:00:00,287.64,63,6,75
12306,2017-06-27 05:00:00,287.63,59,8,90
12307,2017-06-27 06:00:00,287.94,63,5,40
12308,2017-06-27 07:00:00,288.5,59,7,75
12309,2017-06-27 08:00:00,288.65,72,3,75
12310,2017-06-27 09:00:00,289.45,68,6,90
12311,2017-06-27 10:00:00,290.14,72,7,90
12312,2017-06-27 11:00:00,290.99,68,6,90
12313,2017-06-27 12:00:00,291.61,64,6,92
12314,2017-06-27 13:00:00,292.32,72,5,92
12316,2017-06-27 14:00:00,291.77,72,4,92
12318,2017-06-27 15:00:00,291.91,72,4,100
12319,2017-06-27 16:00:00,291.16,72,5,100
12320,2017-06-27 17:00:00,291.15,77,6,100
12321,2017-06-27 18:00:00,290.24,88,5,92
12322,2017-06-27 19:00:00,289.65,93,4,90
12324,2017-06-27 20:00:00,289.61,93,4,92
12325,2017-06-27 21:00:00,289.25,93,3,100
12326,2017-06-27 22:00:00,288.7,93,2,100
12328,2017-06-27 23:00:00,288.33,93,2,100
12330,2017-06-28 00:00:00,287.95,93,1,92
12332,2017-06-28 01:00:00,287.81,100,2,92
12334,2017-06-28 02:00:00,287.9,100,2,92
12336,2017-06-28 03:00:00,287.7,93,1,92
12339,2017-06-28 04:00:00,287.92,93,2,92
12342,2017-06-28 05:00:00,287.64,93,2,92
12345,2017-06-28 06:00:00,287.7,100,2,90
12348,2017-06-28 07:00:00,287.78,93,2,90
12351,2017-06-28 08:00:00,287.91,93,2,90
12354,2017-06-28 09:00:00,288.23,87,3,90
12356,2017-06-28 10:00:00,288.56,87,1,90
12359,2017-06-28 11:00:00,288.68,82,3,90
12363,2017-06-28 12:00:00,288.99,82,4,90
12366,2017-06-28 13:00:00,288.92,87,4,90
12368,2017-06-28 14:00:00,288.46,82,4,90
12370,2017-06-28 15:00:00,288.46,82,5,90
12372,2017-06-28 16:00:00,288.15,82,4,90
12374,2017-06-28 17:00:00,287.84,77,4,90
12376,2017-06-28 18:00:00,287.69,77,3,90
12378,2017-06-28 19:00:00,287.3,82,3,90
12380,2017-06-28 20:00:00,287.07,82,3,90
12382,2017-06-28 21:00:00,286.9,77,5,90
12383,2017-06-28 22:00:00,286.31,82,3,90
12384,2017-06-28 23:00:00,285.96,76,4,90
12385,2017-06-29 00:00:00,285.64,76,2,90
12386,2017-06-29 01:00:00,285.44,76,3,90
12387,2017-06-29 02:00:00,285.34,76,4,90
12388,2017-06-29 03:00:00,284.95,82,4,75
12389,2017-06-29 04:00:00,284.71,81,2,75
12390,2017-06-29 05:00:00,284.54,82,4,90
12391,2017-06-29 06:00:00,284.54,82,3,20
12392,2017-06-29 07:00:00,284.84,87,2,40
12393,2017-06-29 08:00:00,285.69,76,3,75
12394,2017-06-29 09:00:00,285.76,87,5,90
12395,2017-06-29 10:00:00,286.47,72,4,75
12396,2017-06-29 11:00:00,287.59,72,5,40
12397,2017-06-29 12:00:00,288.72,67,4,40
12398,2017-06-29 13:00:00,288.8,63,4,75
12399,2017-06-29 14:00:00,288.97,63,5,90
12400,2017-06-29 15:00:00,289.14,72,4,90
12401,2017-06-29 16:00:00,289.3,63,4,90
12402,2017-06-29 17:00:00,289.45,63,5,90
12403,2017-06-29 18:00:00,289.22,63,4,75
12404,2017-06-29 19:00:00,289.22,63,3,90
12405,2017-06-29 20:00:00,289.14,63,4,90
