dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1464134400,2016-05-25 00:00:00 +0000 UTC,2643743,,,,282.2,279.15,284.15,1020,,,66,3,40,,,,,,,,,32,802,Clouds,scattered clouds,03n
1464138000,2016-05-25 01:00:00 +0000 UTC,2643743,,,,282.08,279.15,284.15,1020,,,62,5,30,,,,,,,,,32,802,Clouds,scattered clouds,03n
1464141600,2016-05-25 02:00:00 +0000 UTC,2643743,,,,282.01,279.15,283.75,1019,,,66,3,20,,,,,,,,,64,803,Clouds,broken clouds,04n
1464145200,2016-05-25 03:00:00 +0000 UTC,2643743,,,,282.05,279.15,283.55,1019,,,61,3,50,,,,,,,,,64,803,Clouds,broken clouds,04n
1464148800,2016-05-25 04:00:00 +0000 UTC,2643743,,,,281.85,280.15,283.25,1018,,,66,3,10,,,,,,,,,64,803,Clouds,broken clouds,04d
1464152400,2016-05-25 05:00:00 +0000 UTC,2643743,,,,281.72,280.15,283.15,1018,,,66,3,20,,,,,,,,,92,300,Drizzle,light intensity drizzle,09d
1464156000,2016-05-25 06:00:00 +0000 UTC,2643743,,,,281.87,280.15,283.15,1018,,,71,4,20,,,,,,,,,75,803,Clouds,broken clouds,04d
1464159600,2016-05-25 07:00:00 +0000 UTC,2643743,,,,282.3,280.15,284.26,1018,,,76,4,30,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464159600,2016-05-25 07:00:00 +0000 UTC,2643743,,,,282.3,280.15,284.26,1018,,,76,4,30,,,,,,,,,75,701,Mist,mist,50d
1464163200,2016-05-25 08:00:00 +0000 UTC,2643743,,,,282.8,280.15,284.26,1018,,,76,4,10,,,,,,,,,75,803,Clouds,broken clouds,04d
1464166800,2016-05-25 09:00:00 +0000 UTC,2643743,,,,282.99,281.15,285.37,1018,,,81,3,350,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464166800,2016-05-25 09:00:00 +0000 UTC,2643743,,,,282.99,281.15,285.37,1018,,,81,3,350,,,,,,,,,75,721,Haze,haze,50d
1464166800,2016-05-25 09:00:00 +0000 UTC,2643743,,,,282.99,281.15,285.37,1018,,,81,3,350,,,,,,,,,75,500,Rain,light rain,10d
1464170400,2016-05-25 10:00:00 +0000 UTC,2643743,,,,283.55,281.15,287.04,1018,,,87,4,20,,,,,,,,,90,310,Drizzle,light intensity drizzle rain,09d
1464170400,2016-05-25 10:00:00 +0000 UTC,2643743,,,,283.55,281.15,287.04,1018,,,87,4,20,,,,,,,,,90,500,Rain,light rain,10d
1464170400,2016-05-25 10:00:00 +0000 UTC,2643743,,,,283.55,281.15,287.04,1018,,,87,4,20,,,,,,,,,90,701,Mist,mist,50d
1464174000,2016-05-25 11:00:00 +0000 UTC,2643743,,,,284.23,282.15,287.59,1017,,,76,3,360,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464174000,2016-05-25 11:00:00 +0000 UTC,2643743,,,,284.23,282.15,287.59,1017,,,76,3,360,,,,,,,,,75,500,Rain,light rain,10d
1464177600,2016-05-25 12:00:00 +0000 UTC,2643743,,,,284.79,282.15,287.59,1017,,,76,3,360,,,,,,,,,75,500,Rain,light rain,10d
1464181200,2016-05-25 13:00:00 +0000 UTC,2643743,,,,285.22,283.15,288.71,1017,,,71,3,20,,,,,,,,,75,500,Rain,light rain,10d
1464184800,2016-05-25 14:00:00 +0000 UTC,2643743,,,,285.33,283.15,288.71,1017,,,71,3,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1464188400,2016-05-25 15:00:00 +0000 UTC,2643743,,,,285.46,284.15,287.59,1016,,,76,3,20,4.06,,,,,,,,75,502,Rain,heavy intensity rain,10d
1464188400,2016-05-25 15:00:00 +0000 UTC,2643743,,,,285.46,284.15,287.59,1016,,,76,3,20,4.06,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464192000,2016-05-25 16:00:00 +0000 UTC,2643743,,,,285.27,283.15,287.59,1016,,,76,3,350,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464195600,2016-05-25 17:00:00 +0000 UTC,2643743,,,,285.1,284.15,286.55,1016,,,81,3,340,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464199200,2016-05-25 18:00:00 +0000 UTC,2643743,,,,284.77,283.15,286.48,1016,,,87,1,0,0.6,,,,,,,,75,500,Rain,light rain,10d
1464199200,2016-05-25 18:00:00 +0000 UTC,2643743,,,,284.77,283.15,286.48,1016,,,87,1,0,0.6,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464202800,2016-05-25 19:00:00 +0000 UTC,2643743,,,,284.51,283.15,285.93,1016,,,76,2,340,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1464202800,2016-05-25 19:00:00 +0000 UTC,2643743,,,,284.51,283.15,285.93,1016,,,76,2,340,,,,,,,,,75,500,Rain,light rain,10d
1464206400,2016-05-25 20:00:00 +0000 UTC,2643743,,,,284.16,283.15,285.15,1016,,,76,2,350,,,,,,,,,75,701,Mist,mist,50d
1464210000,2016-05-25 21:00:00 +0000 UTC,2643743,,,,283.77,282.15,285.15,1017,,,76,1,330,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1464213600,2016-05-25 22:00:00 +0000 UTC,2643743,,,,283.49,280.85,285.15,1017,,,76,2,340,,,,,,,,,32,300,Drizzle,light intensity drizzle,09n
1464217200,2016-05-25 23:00:00 +0000 UTC,2643743,,,,283.08,279.82,285.15,1016,,,76,2,350,,,,,,,,,12,300,Drizzle,light intensity drizzle,09n
1464220800,2016-05-26 00:00:00 +0000 UTC,2643743,,,,282.78,279.26,285.15,1016,,,76,2,350,,,,,,,,,12,701,Mist,mist,50n
1464224400,2016-05-26 01:00:00 +0000 UTC,2643743,,,,282.2,278.15,284.75,1016,,,81,1,0,,,,,,,,,12,701,Mist,mist,50n
1464228000,2016-05-26 02:00:00 +0000 UTC,2643743,,,,281.78,277.15,284.45,1016,,,81,1,40,,,,,,,,,24,741,Fog,fog,50n
1464231600,2016-05-26 03:00:00 +0000 UTC,2643743,,,,281.64,277.15,284.35,1016,,,100,1,14,,,,,,,,,20,701,Mist,mist,50n
1464231600,2016-05-26 03:00:00 +0000 UTC,2643743,,,,281.64,277.15,284.35,1016,,,100,1,14,,,,,,,,,20,741,Fog,fog,50n
1464235200,2016-05-26 04:00:00 +0000 UTC,2643743,,,,281.21,277.15,284.15,1016,,,81,1,50,,,,,,,,,24,701,Mist,mist,50d
1464235200,2016-05-26 04:00:00 +0000 UTC,2643743,,,,281.21,277.15,284.15,1016,,,81,1,50,,,,,,,,,24,741,Fog,fog,50d
1464238800,2016-05-26 05:00:00 +0000 UTC,2643743,,,,281.09,276.15,283.15,1016,,,87,1,0,,,,,,,,,8,701,Mist,mist,50d
1464238800,2016-05-26 05:00:00 +0000 UTC,2643743,,,,281.09,276.15,283.15,1016,,,87,1,0,,,,,,,,,8,741,Fog,fog,50d
1464238800,2016-05-26 05:00:00 +0000 UTC,2643743,,,,281.09,276.15,283.15,1016,,,87,1,0,,,,,,,,,8,721,Haze,haze,50d
1464242400,2016-05-26 06:00:00 +0000 UTC,2643743,,,,282.06,278.15,283.71,1017,,,87,1,0,,,,,,,,,75,701,Mist,mist,50d
1464242400,2016-05-26 06:00:00 +0000 UTC,2643743,,,,282.06,278.15,283.71,1017,,,87,1,0,,,,,,,,,75,741,Fog,fog,50d
1464242400,2016-05-26 06:00:00 +0000 UTC,2643743,,,,282.06,278.15,283.71,1017,,,87,1,0,,,,,,,,,75,721,Haze,haze,50d
1464246000,2016-05-26 07:00:00 +0000 UTC,2643743,,,,283.67,280.15,286.48,1016,,,93,1,210,,,,,,,,,90,721,Haze,haze,50d
1464246000,2016-05-26 07:00:00 +0000 UTC,2643743,,,,283.67,280.15,286.48,1016,,,93,1,210,,,,,,,,,90,741,Fog,fog,50d
1464246000,2016-05-26 07:00:00 +0000 UTC,2643743,,,,283.67,280.15,286.48,1016,,,93,1,210,,,,,,,,,90,701,Mist,mist,50d
1464249600,2016-05-26 08:00:00 +0000 UTC,2643743,,,,285.65,283.15,288.15,1017,,,71,1,0,,,,,,,,,20,721,Haze,haze,50d
1464249600,2016-05-26 08:00:00 +0000 UTC,2643743,,,,285.65,283.15,288.15,1017,,,71,1,0,,,,,,,,,20,701,Mist,mist,50d
1464249600,2016-05-26 08:00:00 +0000 UTC,2643743,,,,285.65,283.15,288.15,1017,,,71,1,0,,,,,,,,,20,741,Fog,fog,50d
1464253200,2016-05-26 09:00:00 +0000 UTC,2643743,,,,287.14,284.15,292.55,1017,,,62,2,70,,,,,,,,,40,721,Haze,haze,50d
1464256800,2016-05-26 10:00:00 +0000 UTC,2643743,,,,288.51,284.15,292.55,1016,,,58,2,100,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464260400,2016-05-26 11:00:00 +0000 UTC,2643743,,,,289.62,287.15,292.65,1016,,,51,1,0,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464264000,2016-05-26 12:00:00 +0000 UTC,2643743,,,,290.87,288.15,294.35,1016,,,51,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1464267600,2016-05-26 13:00:00 +0000 UTC,2643743,,,,291.48,288.15,294.26,1016,,,48,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1464271200,2016-05-26 14:00:00 +0000 UTC,2643743,,,,291.9,290.15,295.37,1016,,,48,2,120,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464274800,2016-05-26 15:00:00 +0000 UTC,2643743,,,,292.59,288.15,295.93,1015,,,48,2,0,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464278400,2016-05-26 16:00:00 +0000 UTC,2643743,,,,292.34,289.15,295.93,1015,,,48,3,90,,,,,,,,,20,801,Clouds,few clouds,02d
1464282000,2016-05-26 17:00:00 +0000 UTC,2643743,,,,292.11,288.15,296.15,1015,,,59,6,100,0.25,,,,,,,,0,500,Rain,light rain,10d
1464285600,2016-05-26 18:00:00 +0000 UTC,2643743,,,,291.53,288.15,295.93,1015,,,63,5,110,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464289200,2016-05-26 19:00:00 +0000 UTC,2643743,,,,290.22,287.15,292.15,1015,,,67,5,90,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464292800,2016-05-26 20:00:00 +0000 UTC,2643743,,,,288.83,286.15,291.35,1016,,,67,5,90,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464296400,2016-05-26 21:00:00 +0000 UTC,2643743,,,,287.18,284.15,289.25,1016,,,71,4,100,,,,,,,,,0,800,Clear,Sky is Clear,01n
1464300000,2016-05-26 22:00:00 +0000 UTC,2643743,,,,286.15,283.15,288.65,1016,,,76,4,90,,,,,,,,,44,802,Clouds,scattered clouds,03n
1464303600,2016-05-26 23:00:00 +0000 UTC,2643743,,,,285.78,283.15,288.65,1016,,,82,4,80,,,,,,,,,44,802,Clouds,scattered clouds,03n
1464307200,2016-05-27 00:00:00 +0000 UTC,2643743,,,,284.8,282.15,288.35,1016,,,82,5,80,,,,,,,,,44,802,Clouds,scattered clouds,03n
1464310800,2016-05-27 01:00:00 +0000 UTC,2643743,,,,283.62,281.15,286.15,1017,,,81,4,70,,,,,,,,,44,802,Clouds,scattered clouds,03n
1464314400,2016-05-27 02:00:00 +0000 UTC,2643743,,,,283.07,281.15,285.15,1017,,,81,4,70,,,,,,,,,92,701,Mist,mist,50n
1464318000,2016-05-27 03:00:00 +0000 UTC,2643743,,,,282.75,280.15,284.45,1016,,,87,2,40,,,,,,,,,0,741,Fog,fog,50n
1464318000,2016-05-27 03:00:00 +0000 UTC,2643743,,,,282.75,280.15,284.45,1016,,,87,2,40,,,,,,,,,0,701,Mist,mist,50n
1464321600,2016-05-27 04:00:00 +0000 UTC,2643743,,,,282.84,280.15,284.35,1017,,,87,4,70,,,,,,,,,92,500,Rain,light rain,10d
1464321600,2016-05-27 04:00:00 +0000 UTC,2643743,,,,282.84,280.15,284.35,1017,,,87,4,70,,,,,,,,,92,701,Mist,mist,50d
1464325200,2016-05-27 05:00:00 +0000 UTC,2643743,,,,283.25,281.15,284.55,1017,,,87,2,80,0.25,,,,,,,,92,500,Rain,light rain,10d
1464325200,2016-05-27 05:00:00 +0000 UTC,2643743,,,,283.25,281.15,284.55,1017,,,87,2,80,0.25,,,,,,,,92,741,Fog,fog,50d
1464328800,2016-05-27 06:00:00 +0000 UTC,2643743,,,,283.71,281.15,285.15,1017,,,81,3,69,0.4,,,,,,,,0,500,Rain,light rain,10d
1464328800,2016-05-27 06:00:00 +0000 UTC,2643743,,,,283.71,281.15,285.15,1017,,,81,3,69,0.4,,,,,,,,0,741,Fog,fog,50d
1464332400,2016-05-27 07:00:00 +0000 UTC,2643743,,,,284.37,283.15,285.65,1017,,,71,4,80,,,,,,,,,0,701,Mist,mist,50d
1464336000,2016-05-27 08:00:00 +0000 UTC,2643743,,,,286.25,284.15,288.35,1017,,,71,3,90,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464339600,2016-05-27 09:00:00 +0000 UTC,2643743,,,,288.26,285.15,290.93,1017,,,67,3,90,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464343200,2016-05-27 10:00:00 +0000 UTC,2643743,,,,289.21,286.15,292.59,1017,,,62,2,50,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464346800,2016-05-27 11:00:00 +0000 UTC,2643743,,,,290.84,288.15,294.26,1017,,,59,4,80,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464350400,2016-05-27 12:00:00 +0000 UTC,2643743,,,,291.9,289.15,295.93,1017,,,59,4,90,,,,,,,,,0,500,Rain,light rain,10d
1464354000,2016-05-27 13:00:00 +0000 UTC,2643743,,,,292.22,289.15,295.93,1017,,,52,5,80,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464357600,2016-05-27 14:00:00 +0000 UTC,2643743,,,,293.02,289.15,296.25,1017,,,52,4,70,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464361200,2016-05-27 15:00:00 +0000 UTC,2643743,,,,293.25,290.15,296.75,1016,,,52,3,110,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464364800,2016-05-27 16:00:00 +0000 UTC,2643743,,,,293.37,290.15,296.35,1016,,,56,4,100,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464368400,2016-05-27 17:00:00 +0000 UTC,2643743,,,,292.47,289.15,294.82,1016,,,68,5,110,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464372000,2016-05-27 18:00:00 +0000 UTC,2643743,,,,292.46,289.15,295.93,1016,,,68,5,110,,,,,,,,,32,802,Clouds,scattered clouds,03d
1464375600,2016-05-27 19:00:00 +0000 UTC,2643743,,,,291.2,288.15,293.71,1016,,,72,5,100,,,,,,,,,32,802,Clouds,scattered clouds,03d
1464379200,2016-05-27 20:00:00 +0000 UTC,2643743,,,,289.12,286.15,292.15,1017,,,77,5,110,,,,,,,,,36,802,Clouds,scattered clouds,03d
1464382800,2016-05-27 21:00:00 +0000 UTC,2643743,,,,287.67,285.15,290.15,1017,,,82,5,100,,,,,,,,,36,802,Clouds,scattered clouds,03n
1464386400,2016-05-27 22:00:00 +0000 UTC,2643743,,,,286.67,284.15,289.15,1017,,,82,4,90,,,,,,,,,36,721,Haze,haze,50n
1464390000,2016-05-27 23:00:00 +0000 UTC,2643743,,,,285.8,283.15,288.15,1017,,,82,3,80,,,,,,,,,56,721,Haze,haze,50n
1464393600,2016-05-28 00:00:00 +0000 UTC,2643743,,,,285.1,282.15,287.55,1017,,,87,3,70,,,,,,,,,56,721,Haze,haze,50n
1464397200,2016-05-28 01:00:00 +0000 UTC,2643743,,,,284.65,282.15,287.55,1017,,,82,2,40,,,,,,,,,56,721,Haze,haze,50n
1464400800,2016-05-28 02:00:00 +0000 UTC,2643743,,,,284.08,282.15,285.45,1017,,,87,2,20,,,,,,,,,92,721,Haze,haze,50n
1464404400,2016-05-28 03:00:00 +0000 UTC,2643743,,,,283.37,281.15,285.45,1017,,,81,2,60,,,,,,,,,92,701,Mist,mist,50n
1464404400,2016-05-28 03:00:00 +0000 UTC,2643743,,,,283.37,281.15,285.45,1017,,,81,2,60,,,,,,,,,92,721,Haze,haze,50n
1464408000,2016-05-28 04:00:00 +0000 UTC,2643743,,,,283.24,281.15,285.45,1016,,,87,2,30,,,,,,,,,92,701,Mist,mist,50d
1464408000,2016-05-28 04:00:00 +0000 UTC,2643743,,,,283.24,281.15,285.45,1016,,,87,2,30,,,,,,,,,92,721,Haze,haze,50d
1464411600,2016-05-28 05:00:00 +0000 UTC,2643743,,,,283.04,281.15,285.15,1016,,,87,2,30,,,,,,,,,88,701,Mist,mist,50d
1464411600,2016-05-28 05:00:00 +0000 UTC,2643743,,,,283.04,281.15,285.15,1016,,,87,2,30,,,,,,,,,88,721,Haze,haze,50d
1464415200,2016-05-28 06:00:00 +0000 UTC,2643743,,,,283.68,281.15,285.75,1016,,,87,3,70,,,,,,,,,20,701,Mist,mist,50d
1464415200,2016-05-28 06:00:00 +0000 UTC,2643743,,,,283.68,281.15,285.75,1016,,,87,3,70,,,,,,,,,20,721,Haze,haze,50d
1464418800,2016-05-28 07:00:00 +0000 UTC,2643743,,,,284.18,282.15,286.48,1017,,,93,4,70,,,,,,,,,75,500,Rain,light rain,10d
1464418800,2016-05-28 07:00:00 +0000 UTC,2643743,,,,284.18,282.15,286.48,1017,,,93,4,70,,,,,,,,,75,721,Haze,haze,50d
1464418800,2016-05-28 07:00:00 +0000 UTC,2643743,,,,284.18,282.15,286.48,1017,,,93,4,70,,,,,,,,,75,701,Mist,mist,50d
1464422400,2016-05-28 08:00:00 +0000 UTC,2643743,,,,285.3,283.15,288.15,1016,,,93,3,60,,,,,,,,,75,500,Rain,light rain,10d
1464422400,2016-05-28 08:00:00 +0000 UTC,2643743,,,,285.3,283.15,288.15,1016,,,93,3,60,,,,,,,,,75,721,Haze,haze,50d
1464426000,2016-05-28 09:00:00 +0000 UTC,2643743,,,,286.29,283.15,289.82,1016,,,87,2,30,,,,,,,,,75,721,Haze,haze,50d
1464426000,2016-05-28 09:00:00 +0000 UTC,2643743,,,,286.29,283.15,289.82,1016,,,87,2,30,,,,,,,,,75,520,Rain,light intensity shower rain,09d
1464429600,2016-05-28 10:00:00 +0000 UTC,2643743,,,,287.73,286.15,289.55,1016,,,82,2,50,,,,,,,,,40,721,Haze,haze,50d
1464433200,2016-05-28 11:00:00 +0000 UTC,2643743,,,,288.97,287.95,290.37,1016,,,72,3,90,,,,,,,,,40,500,Rain,light rain,10d
1464436800,2016-05-28 12:00:00 +0000 UTC,2643743,,,,290.18,288.15,292.59,1016,,,72,2,40,0.2,,,,,,,,76,500,Rain,light rain,10d
1464440400,2016-05-28 13:00:00 +0000 UTC,2643743,,,,290.96,289.15,294.05,1015,,,67,2,50,0.4,,,,,,,,76,521,Rain,proximity shower rain,09d
1464444000,2016-05-28 14:00:00 +0000 UTC,2643743,,,,291.9,289.26,295.25,1015,,,59,2,70,,,,,,,,,88,804,Clouds,overcast clouds,04d
1464447600,2016-05-28 15:00:00 +0000 UTC,2643743,,,,292.78,289.82,296.15,1014,,,59,3,50,,,,,,,,,88,804,Clouds,overcast clouds,04d
1464451200,2016-05-28 16:00:00 +0000 UTC,2643743,,,,292.88,290.15,295.93,1014,,,59,3,40,,,,,,,,,8,800,Clear,sky is clear,02d
1464454800,2016-05-28 17:00:00 +0000 UTC,2643743,,,,292.51,290.15,294.35,1013,,,63,3,90,,,,,,,,,8,800,Clear,sky is clear,02d
1464458400,2016-05-28 18:00:00 +0000 UTC,2643743,,,,292.06,289.15,295.37,1013,,,68,5,110,,,,,,,,,8,800,Clear,sky is clear,02d
1464462000,2016-05-28 19:00:00 +0000 UTC,2643743,,,,290.76,288.15,293.15,1013,,,67,4,100,,,,,,,,,8,800,Clear,sky is clear,02d
1464465600,2016-05-28 20:00:00 +0000 UTC,2643743,,,,289.16,286.15,292.15,1013,,,72,3,110,,,,,,,,,0,800,Clear,Sky is Clear,01d
1464469200,2016-05-28 21:00:00 +0000 UTC,2643743,,,,287.86,286.15,290.15,1014,,,76,3,110,,,,,,,,,0,800,Clear,Sky is Clear,01n
1464472800,2016-05-28 22:00:00 +0000 UTC,2643743,,,,286.49,284.15,289.15,1014,,,77,2,60,,,,,,,,,0,800,Clear,Sky is Clear,01n
1464476400,2016-05-28 23:00:00 +0000 UTC,2643743,,,,285.61,283.15,288.05,1014,,,76,3,40,,,,,,,,,0,800,Clear,Sky is Clear,01n
1464480000,2016-05-29 00:00:00 +0000 UTC,2643743,,,,284.72,282.15,286.15,1014,,,76,3,30,,,,,,,,,0,800,Clear,Sky is Clear,01n
1464483600,2016-05-29 01:00:00 +0000 UTC,2643743,,,,284.05,281.15,286.15,1013,,,76,3,30,,,,,,,,,0,800,Clear,Sky is Clear,01n
1464487200,2016-05-29 02:00:00 +0000 UTC,2643743,,,,283.29,281.15,285.15,1013,,,76,2,360,,,,,,,,,0,701,Mist,mist,50n
1464490800,2016-05-29 03:00:00 +0000 UTC,2643743,,,,282.93,280.93,284.15,1013,,,81,2,350,,,,,,,,,0,701,Mist,mist,50n
1464494400,2016-05-29 04:00:00 +0000 UTC,2643743,,,,282.61,280.93,284.15,1013,,,76,2,340,,,,,,,,,0,701,Mist,mist,50d
1464498000,2016-05-29 05:00:00 +0000 UTC,2643743,,,,282.38,281.15,283.71,1013,,,87,2,350,,,,,,,,,32,701,Mist,mist,50d
1464498000,2016-05-29 05:00:00 +0000 UTC,2643743,,,,282.38,281.15,283.71,1013,,,87,2,350,,,,,,,,,32,721,Haze,haze,50d
1464501600,2016-05-29 06:00:00 +0000 UTC,2643743,,,,282.47,280.15,284.82,1012,,,87,3,350,,,,,,,,,32,701,Mist,mist,50d
1464505200,2016-05-29 07:00:00 +0000 UTC,2643743,,,,283.19,281.15,285.93,1012,,,81,3,350,,,,,,,,,32,701,Mist,mist,50d
1464508800,2016-05-29 08:00:00 +0000 UTC,2643743,,,,284.16,282.15,287.25,1012,,,87,3,350,,,,,,,,,56,701,Mist,mist,50d
1464508800,2016-05-29 08:00:00 +0000 UTC,2643743,,,,284.16,282.15,287.25,1012,,,87,3,350,,,,,,,,,56,721,Haze,haze,50d
1464512400,2016-05-29 09:00:00 +0000 UTC,2643743,,,,285.21,282.15,288.85,1013,,,81,4,360,,,,,,,,,56,721,Haze,haze,50d
1464512400,2016-05-29 09:00:00 +0000 UTC,2643743,,,,285.21,282.15,288.85,1013,,,81,4,360,,,,,,,,,56,701,Mist,mist,50d
1464516000,2016-05-29 10:00:00 +0000 UTC,2643743,,,,286.24,283.15,289.26,1013,,,76,5,360,,,,,,,,,56,701,Mist,mist,50d
1464519600,2016-05-29 11:00:00 +0000 UTC,2643743,,,,287.58,284.15,291.48,1013,,,76,4,360,,,,,,,,,90,721,Haze,haze,50d
1464523200,2016-05-29 12:00:00 +0000 UTC,2643743,,,,288.97,285.15,293.71,1013,,,82,5,340,,,,,,,,,90,804,Clouds,overcast clouds,04d
1464526800,2016-05-29 13:00:00 +0000 UTC,2643743,,,,290.04,286.15,295.37,1013,,,72,5,330,,,,,,,,,75,803,Clouds,broken clouds,04d
1464530400,2016-05-29 14:00:00 +0000 UTC,2643743,,,,290.9,288.15,295.93,1013,,,72,4,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1464534000,2016-05-29 15:00:00 +0000 UTC,2643743,,,,292.02,290.05,295.75,1013,,,63,4,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1464537600,2016-05-29 16:00:00 +0000 UTC,2643743,,,,292.5,290.15,295.93,1012,,,68,5,350,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464541200,2016-05-29 17:00:00 +0000 UTC,2643743,,,,292.43,290.65,294.82,1012,,,63,5,350,0.3,,,,,,,,40,500,Rain,light rain,10d
1464544800,2016-05-29 18:00:00 +0000 UTC,2643743,,,,291.79,289.15,293.71,1013,,,68,4,360,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464548400,2016-05-29 19:00:00 +0000 UTC,2643743,,,,290.64,287.15,292.75,1013,,,68,5,350,,,,,,,,,20,801,Clouds,few clouds,02d
1464552000,2016-05-29 20:00:00 +0000 UTC,2643743,,,,288.78,285.15,291.35,1013,,,72,5,20,,,,,,,,,20,801,Clouds,few clouds,02d
1464555600,2016-05-29 21:00:00 +0000 UTC,2643743,,,,287.18,284.15,289.95,1014,,,77,4,20,,,,,,,,,40,701,Mist,mist,50n
1464559200,2016-05-29 22:00:00 +0000 UTC,2643743,,,,286.19,284.15,287.75,1015,,,82,3,340,,,,,,,,,12,701,Mist,mist,50n
1464562800,2016-05-29 23:00:00 +0000 UTC,2643743,,,,285.65,284.15,287.45,1015,,,82,3,20,,,,,,,,,24,701,Mist,mist,50n
1464566400,2016-05-30 00:00:00 +0000 UTC,2643743,,,,285.22,284.15,286.15,1016,,,87,4,10,,,,,,,,,24,701,Mist,mist,50n
1464570000,2016-05-30 01:00:00 +0000 UTC,2643743,,,,285.05,284.15,286.25,1015,,,82,3,340,,,,,,,,,24,701,Mist,mist,50n
1464573600,2016-05-30 02:00:00 +0000 UTC,2643743,,,,285.04,284.15,286.15,1015,,,82,4,10,,,,,,,,,20,801,Clouds,few clouds,02n
1464577200,2016-05-30 03:00:00 +0000 UTC,2643743,,,,284.71,283.15,286.15,1015,,,82,4,340,,,,,,,,,20,701,Mist,mist,50n
1464580800,2016-05-30 04:00:00 +0000 UTC,2643743,,,,284.78,284.15,285.85,1014,,,87,5,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1464584400,2016-05-30 05:00:00 +0000 UTC,2643743,,,,284.53,283.15,285.37,1014,,,87,6,350,,,,,,,,,75,701,Mist,mist,50d
1464588000,2016-05-30 06:00:00 +0000 UTC,2643743,,,,284.95,284.15,285.93,1015,,,87,4,350,,,,,,,,,88,804,Clouds,overcast clouds,04d
1464591600,2016-05-30 07:00:00 +0000 UTC,2643743,,,,285.06,283.15,287.04,1015,,,82,5,350,,,,,,,,,88,701,Mist,mist,50d
1464595200,2016-05-30 08:00:00 +0000 UTC,2643743,,,,285.79,284.15,287.85,1015,,,82,4,350,,,,,,,,,75,701,Mist,mist,50d
1464598800,2016-05-30 09:00:00 +0000 UTC,2643743,,,,285.82,284.15,287.85,1016,,,82,6,350,,,,,,,,,75,701,Mist,mist,50d
1464602400,2016-05-30 10:00:00 +0000 UTC,2643743,,,,286.15,284.15,287.95,1016,,,82,4,340,,,,,,,,,75,701,Mist,mist,50d
1464606000,2016-05-30 11:00:00 +0000 UTC,2643743,,,,286.64,285.15,288.15,1015,,,76,5,340,,,,,,,,,75,803,Clouds,broken clouds,04d
1464609600,2016-05-30 12:00:00 +0000 UTC,2643743,,,,287.26,285.15,289.82,1015,,,77,6,340,,,,,,,,,75,803,Clouds,broken clouds,04d
1464613200,2016-05-30 13:00:00 +0000 UTC,2643743,,,,287.69,285.15,289.82,1015,,,77,6,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1464616800,2016-05-30 14:00:00 +0000 UTC,2643743,,,,288.14,286.15,290.37,1016,,,77,6,350,,,,,,,,,75,803,Clouds,broken clouds,04d
1464620400,2016-05-30 15:00:00 +0000 UTC,2643743,,,,288.78,285.15,291.48,1015,,,67,6,340,,,,,,,,,75,803,Clouds,broken clouds,04d
1464624000,2016-05-30 16:00:00 +0000 UTC,2643743,,,,289.16,286.15,291.15,1015,,,67,5,350,,,,,,,,,75,803,Clouds,broken clouds,04d
