,dt_iso,weather_main,temp,humidity,wind_speed
0,2016-10-29 01:00:00,"('Clouds',)",285.698,93,1
2,2016-10-29 02:00:00,"('Clouds',)",285.698,93,1
6,2016-10-29 03:00:00,"('Clouds',)",285.507,97,1
8,2016-10-29 04:00:00,"('Clouds',)",285.507,97,1
10,2016-10-29 05:00:00,"('Rain',)",285.507,97,1
14,2016-10-29 06:00:00,"('Rain',)",285.229,98,1
16,2016-10-29 07:00:00,"('Rain',)",285.229,98,1
18,2016-10-29 08:00:00,"('Rain',)",285.229,98,1
22,2016-10-29 09:00:00,"('Rain',)",286.53,93,1
24,2016-10-29 10:00:00,"('Rain',)",286.53,93,1
26,2016-10-29 11:00:00,"('Clouds',)",286.53,93,1
30,2016-10-29 12:00:00,"('Clouds',)",288.099,80,1
32,2016-10-29 13:00:00,"('Clouds',)",288.099,80,1
34,2016-10-29 14:00:00,"('Clouds',)",288.099,80,1
38,2016-10-29 15:00:00,"('Clouds',)",287.849,76,1
40,2016-10-29 16:00:00,"('Clouds',)",287.849,76,1
42,2016-10-29 17:00:00,"('Clouds',)",287.849,76,1
46,2016-10-29 18:00:00,"('Clouds',)",284.337,94,1
48,2016-10-29 19:00:00,"('Clouds',)",284.337,94,1
50,2016-10-29 20:00:00,"('Clear',)",284.337,94,1
54,2016-10-29 21:00:00,"('Clear',)",282.886,100,1
56,2016-10-29 22:00:00,"('Clear',)",282.886,100,1
58,2016-10-29 23:00:00,"('Clear',)",282.886,100,1
62,2016-10-30 00:00:00,"('Clear',)",279.912,96,1
64,2016-10-30 01:00:00,"('Clear',)",279.912,96,1
66,2016-10-30 02:00:00,"('Clear',)",278.329,94,1
67,2016-10-30 03:00:00,"('Clear',)",278.329,94,1
68,2016-10-30 04:00:00,"('Clear',)",278.329,94,1
69,2016-10-30 05:00:00,"('Clouds',)",278.286,96,1
70,2016-10-30 06:00:00,"('Clouds',)",278.286,96,1
71,2016-10-30 07:00:00,"('Clouds',)",278.286,96,1
72,2016-10-30 08:00:00,"('Rain',)",282.603,100,1
73,2016-10-30 09:00:00,"('Rain',)",282.603,100,1
74,2016-10-30 10:00:00,"('Rain',)",282.603,100,1
75,2016-10-30 11:00:00,"('Clouds',)",285.638,88,1
76,2016-10-30 12:00:00,"('Clouds',)",285.638,88,1
77,2016-10-30 13:00:00,"('Clouds',)",285.638,88,1
78,2016-10-30 14:00:00,"('Clouds',)",287.919,77,1
79,2016-10-30 15:00:00,"('Clouds',)",287.919,77,1
80,2016-10-30 16:00:00,"('Clouds',)",287.919,77,1
81,2016-10-30 17:00:00,"('Clouds',)",283.974,95,2
82,2016-10-30 18:00:00,"('Clouds',)",283.974,95,2
83,2016-10-30 19:00:00,"('Clouds',)",283.974,95,2
84,2016-10-30 20:00:00,"('Clouds',)",282.837,100,2
85,2016-10-30 21:00:00,"('Clouds',)",282.837,100,2
86,2016-10-30 22:00:00,"('Clouds',)",282.837,100,2
87,2016-10-30 23:00:00,"('Clouds',)",282.849,100,1
88,2016-10-31 00:00:00,"('Clouds',)",282.849,100,1
89,2016-10-31 01:00:00,"('Clouds',)",282.849,100,1
90,2016-10-31 02:00:00,"('Clouds',)",281.217,100,1
91,2016-10-31 03:00:00,"('Clouds',)",281.217,100,1
92,2016-10-31 04:00:00,"('Clouds',)",281.217,100,1
93,2016-10-31 05:00:00,"('Clouds',)",280.926,100,2
94,2016-10-31 06:00:00,"('Clouds',)",280.926,100,2
95,2016-10-31 07:00:00,"('Clouds',)",280.926,100,2
96,2016-10-31 08:00:00,"('Clouds',)",284.078,94,1
97,2016-10-31 09:00:00,"('Clouds',)",284.078,94,1
98,2016-10-31 10:00:00,"('Clouds',)",284.078,94,1
99,2016-10-31 11:00:00,"('Clouds',)",288.702,80,1
100,2016-10-31 12:00:00,"('Clouds',)",288.702,80,1
101,2016-10-31 13:00:00,"('Clouds',)",288.702,80,1
102,2016-10-31 14:00:00,"('Clouds',)",289.796,74,1
103,2016-10-31 15:00:00,"('Clouds',)",289.796,74,1
104,2016-10-31 16:00:00,"('Clouds',)",289.796,74,1
105,2016-10-31 17:00:00,"('Clear',)",284.061,91,1
106,2016-10-31 18:00:00,"('Clear',)",284.061,91,1
107,2016-10-31 19:00:00,"('Clear',)",284.061,91,1
108,2016-10-31 20:00:00,"('Clear',)",280.632,92,1
109,2016-10-31 21:00:00,"('Clear',)",280.632,92,1
110,2016-10-31 22:00:00,"('Clear',)",280.632,92,1
111,2016-10-31 23:00:00,"('Clear',)",278.678,89,1
112,2016-11-01 00:00:00,"('Clear',)",278.678,89,1
113,2016-11-01 01:00:00,"('Clear',)",278.678,89,1
114,2016-11-01 02:00:00,"('Clouds',)",278.031,87,1
115,2016-11-01 03:00:00,"('Clouds',)",278.031,87,1
116,2016-11-01 04:00:00,"('Clouds',)",278.031,87,1
117,2016-11-01 05:00:00,"('Clouds',)",278.299,88,1
118,2016-11-01 06:00:00,"('Clouds',)",278.299,88,1
119,2016-11-01 07:00:00,"('Clouds',)",278.299,88,1
120,2016-11-01 08:00:00,"('Clouds',)",281.924,99,2
121,2016-11-01 09:00:00,"('Clouds',)",281.924,99,2
122,2016-11-01 10:00:00,"('Clouds',)",281.924,99,2
123,2016-11-01 11:00:00,"('Clouds',)",285.269,82,3
124,2016-11-01 12:00:00,"('Clouds',)",285.269,82,3
125,2016-11-01 13:00:00,"('Clouds',)",285.269,82,3
126,2016-11-01 14:00:00,"('Clouds',)",285.96,81,4
127,2016-11-01 15:00:00,"('Clouds',)",285.96,81,4
128,2016-11-01 16:00:00,"('Clouds',)",285.96,81,4
129,2016-11-01 17:00:00,"('Mist', 'Drizzle')",283.73,81,5
130,2016-11-01 18:00:00,"('Clouds',)",283.33,81,4
131,2016-11-01 19:00:00,"('Clouds',)",282.78,76,3
132,2016-11-01 20:00:00,"('Clouds',)",282.15,66,2
133,2016-11-01 21:00:00,"('Clouds',)",281.39,71,2
134,2016-11-01 22:00:00,"('Clouds',)",280.9,71,2
135,2016-11-01 23:00:00,"('Mist',)",279.65,70,2
136,2016-11-02 00:00:00,"('Mist',)",278.96,75,1
137,2016-11-02 01:00:00,"('Clear',)",277.52,81,1
138,2016-11-02 02:00:00,"('Clear',)",277.24,81,2
139,2016-11-02 03:00:00,"('Mist',)",276.75,87,1
140,2016-11-02 04:00:00,"('Mist', 'Fog')",276.15,100,2
141,2016-11-02 05:00:00,"('Mist', 'Fog')",275.59,99,3
142,2016-11-02 06:00:00,"('Fog', 'Mist')",275.37,99,2
143,2016-11-02 07:00:00,"('Mist', 'Fog')",275.51,99,4
144,2016-11-02 08:00:00,"('Mist', 'Fog')",275.96,86,4
145,2016-11-02 09:00:00,"('Clouds',)",278.15,86,5
146,2016-11-02 10:00:00,"('Clear',)",279.13,70,3
147,2016-11-02 11:00:00,"('Clear',)",281.15,61,3
148,2016-11-02 12:00:00,"('Clouds',)",281.98,57,4
149,2016-11-02 13:00:00,"('Clear',)",282.73,53,4
150,2016-11-02 14:00:00,"('Clear',)",282.9,50,4
151,2016-11-02 15:00:00,"('Clear',)",282.78,50,4
152,2016-11-02 16:00:00,"('Clear',)",282.25,76,2
153,2016-11-02 17:00:00,"('Clouds',)",280.44,75,3
154,2016-11-02 18:00:00,"('Clear',)",279.15,61,1
155,2016-11-02 19:00:00,"('Clear',)",277.8,66,1
156,2016-11-02 20:00:00,"('Clear',)",277.22,65,1
157,2016-11-02 21:00:00,"('Clear',)",276.3,75,1
158,2016-11-02 22:00:00,"('Mist',)",275.44,86,1
159,2016-11-02 23:00:00,"('Clear',)",274.84,93,2
160,2016-11-03 00:00:00,"('Clear',)",274.37,93,2
161,2016-11-03 01:00:00,"('Clear',)",274.03,93,1
162,2016-11-03 02:00:00,"('Mist',)",273.7,100,0
163,2016-11-03 03:00:00,"('Mist', 'Fog')",273.59,93,1
164,2016-11-03 04:00:00,"('Mist',)",273.36,93,1
165,2016-11-03 05:00:00,"('Mist',)",273.7,100,1
166,2016-11-03 06:00:00,"('Mist',)",273.81,93,0
167,2016-11-03 07:00:00,"('Haze', 'Mist', 'Fog')",273.54,100,0
168,2016-11-03 08:00:00,"('Haze', 'Mist')",274.47,86,2
169,2016-11-03 09:00:00,"('Haze', 'Mist')",275.81,80,2
170,2016-11-03 10:00:00,"('Mist',)",278.72,75,3
171,2016-11-03 11:00:00,"('Clear',)",281.4,66,2
172,2016-11-03 12:00:00,"('Clear',)",283.05,57,4
173,2016-11-03 13:00:00,"('Clear',)",283.38,50,5
174,2016-11-03 14:00:00,"('Clouds',)",283.53,53,4
175,2016-11-03 15:00:00,"('Clear',)",283.61,53,3
176,2016-11-03 16:00:00,"('Clear',)",283.23,57,2
177,2016-11-03 17:00:00,"('Clouds',)",281.49,61,1
178,2016-11-03 18:00:00,"('Clear',)",280.78,75,3
179,2016-11-03 19:00:00,"('Clear',)",280.81,66,2
180,2016-11-03 20:00:00,"('Clouds',)",281.4,71,3
181,2016-11-03 21:00:00,"('Rain',)",281.48,71,4
182,2016-11-03 22:00:00,"('Rain',)",280.96,76,3
183,2016-11-03 23:00:00,"('Rain',)",280.7,81,3
184,2016-11-04 00:00:00,"('Rain',)",280.71,81,2
185,2016-11-04 01:00:00,"('Rain',)",280.65,81,2
186,2016-11-04 02:00:00,"('Rain',)",280.59,81,2
187,2016-11-04 03:00:00,"('Clouds',)",280.64,76,2
188,2016-11-04 04:00:00,"('Clouds',)",280.13,76,3
189,2016-11-04 05:00:00,"('Mist',)",279.83,93,1
190,2016-11-04 06:00:00,"('Clouds',)",279.83,93,2
191,2016-11-04 07:00:00,"('Clear',)",280.45,76,3
192,2016-11-04 08:00:00,"('Rain',)",280.52,81,3
193,2016-11-04 09:00:00,"('Mist', 'Rain')",280.97,87,4
194,2016-11-04 10:00:00,"('Drizzle', 'Rain')",282.07,71,3
195,2016-11-04 11:00:00,"('Drizzle', 'Rain')",282.9,71,3
196,2016-11-04 12:00:00,"('Mist', 'Drizzle', 'Rain')",283.3,71,4
197,2016-11-04 13:00:00,"('Haze', 'Drizzle', 'Rain')",283.15,93,3
198,2016-11-04 14:00:00,"('Drizzle', 'Rain')",282.98,81,1
199,2016-11-04 15:00:00,"('Mist', 'Drizzle', 'Rain')",282.4,100,1
200,2016-11-04 16:00:00,"('Mist', 'Rain')",281.81,81,2
201,2016-11-04 17:00:00,"('Mist', 'Rain')",281.6,100,1
202,2016-11-04 18:00:00,"('Mist', 'Rain')",281.24,87,1
203,2016-11-04 19:00:00,"('Fog', 'Mist', 'Rain', 'Drizzle')",280.69,87,1
204,2016-11-04 20:00:00,"('Fog', 'Mist', 'Rain')",279.89,93,1
205,2016-11-04 21:00:00,"('Fog',)",279.41,87,3
206,2016-11-04 22:00:00,"('Fog', 'Mist', 'Drizzle')",278.04,87,2
207,2016-11-04 23:00:00,"('Fog', 'Mist')",277.03,100,1
208,2016-11-05 00:00:00,"('Mist', 'Fog')",276.26,93,2
209,2016-11-05 01:00:00,"('Mist', 'Fog')",276.03,81,3
210,2016-11-05 02:00:00,"('Mist', 'Fog')",275.04,100,2
211,2016-11-05 03:00:00,"('Mist',)",274.83,93,3
212,2016-11-05 04:00:00,"('Mist', 'Fog')",273.77,100,2
213,2016-11-05 05:00:00,"('Mist', 'Fog')",274.95,86,4
214,2016-11-05 06:00:00,"('Mist',)",275.91,93,3
215,2016-11-05 07:00:00,"('Mist',)",276.26,93,2
216,2016-11-05 08:00:00,"('Mist',)",276.48,93,3
217,2016-11-05 09:00:00,"('Mist',)",277.41,87,4
218,2016-11-05 10:00:00,"('Mist', 'Drizzle', 'Rain')",278.42,93,4
219,2016-11-05 11:00:00,"('Mist', 'Drizzle', 'Rain')",279.43,100,4
220,2016-11-05 12:00:00,"('Clouds',)",280.42,81,5
221,2016-11-05 13:00:00,"('Clouds',)",281.23,70,5
222,2016-11-05 14:00:00,"('Rain',)",281.24,81,5
223,2016-11-05 15:00:00,"('Clouds',)",281.15,75,5
224,2016-11-05 16:00:00,"('Clouds',)",280.51,65,6
225,2016-11-05 17:00:00,"('Rain',)",279.79,65,6
226,2016-11-05 18:00:00,"('Clouds',)",279.05,65,6
227,2016-11-05 19:00:00,"('Clouds',)",278.69,70,5
228,2016-11-05 20:00:00,"('Clouds',)",278.15,75,6
229,2016-11-05 21:00:00,"('Clouds',)",277.55,75,3
230,2016-11-05 22:00:00,"('Clouds',)",277.03,75,4
231,2016-11-05 23:00:00,"('Clear',)",276.48,81,3
232,2016-11-06 00:00:00,"('Clear',)",276.48,81,4
233,2016-11-06 01:00:00,"('Clear',)",275.89,81,5
234,2016-11-06 02:00:00,"('Clear',)",275.8,80,4
235,2016-11-06 03:00:00,"('Clear',)",275.13,80,5
236,2016-11-06 04:00:00,"('Clear',)",275.14,69,4
237,2016-11-06 05:00:00,"('Clear',)",274.91,83,4
238,2016-11-06 06:00:00,"('Clear',)",275.03,69,4
239,2016-11-06 07:00:00,"('Clear',)",274.8,69,4
240,2016-11-06 08:00:00,"('Clouds',)",274.69,74,4
241,2016-11-06 09:00:00,"('Clouds',)",275.34,83,4
242,2016-11-06 10:00:00,"('Clouds',)",276.64,83,5
243,2016-11-06 11:00:00,"('Rain',)",278.23,81,4
244,2016-11-06 12:00:00,"('Rain',)",279.15,81,6
245,2016-11-06 13:00:00,"('Rain',)",279.61,70,6
246,2016-11-06 14:00:00,"('Rain',)",279.73,65,5
247,2016-11-06 15:00:00,"('Rain',)",279.65,61,5
248,2016-11-06 16:00:00,"('Rain',)",279.24,70,5
249,2016-11-06 17:00:00,"('Rain',)",277.82,93,4
250,2016-11-06 18:00:00,"('Rain',)",277.06,86,4
251,2016-11-06 19:00:00,"('Rain',)",276.95,93,4
252,2016-11-06 20:00:00,"('Rain',)",277.69,81,4
253,2016-11-06 21:00:00,"('Rain',)",277.84,81,5
254,2016-11-06 22:00:00,"('Rain',)",278.64,81,6
255,2016-11-06 23:00:00,"('Rain',)",278.74,81,7
256,2016-11-07 00:00:00,"('Rain',)",278.84,81,6
257,2016-11-07 01:00:00,"('Rain',)",278.7,81,6
258,2016-11-07 02:00:00,"('Rain',)",278.95,81,6
259,2016-11-07 03:00:00,"('Rain',)",278.92,81,5
260,2016-11-07 04:00:00,"('Rain',)",278.7,81,6
261,2016-11-07 05:00:00,"('Clear',)",278.64,81,5
262,2016-11-07 06:00:00,"('Clear',)",278.59,81,5
263,2016-11-07 07:00:00,"('Rain',)",278.15,81,5
264,2016-11-07 08:00:00,"('Clouds',)",277.98,81,5
265,2016-11-07 09:00:00,"('Rain',)",278.31,75,6
266,2016-11-07 10:00:00,"('Rain',)",278.89,75,6
267,2016-11-07 11:00:00,"('Rain',)",279.81,70,6
268,2016-11-07 12:00:00,"('Clouds',)",280.37,66,5
269,2016-11-07 13:00:00,"('Clouds',)",280.92,70,5
270,2016-11-07 14:00:00,"('Rain',)",280.98,66,5
271,2016-11-07 15:00:00,"('Rain',)",280.73,70,5
272,2016-11-07 16:00:00,"('Clouds',)",280.48,70,5
273,2016-11-07 17:00:00,"('Rain',)",279.48,70,4
274,2016-11-07 18:00:00,"('Clouds',)",277.78,80,5
275,2016-11-07 19:00:00,"('Clear',)",277.23,75,1
276,2016-11-07 20:00:00,"('Clear',)",276.96,75,2
277,2016-11-07 21:00:00,"('Clear',)",276.06,86,2
278,2016-11-07 22:00:00,"('Clear',)",276.03,86,2
279,2016-11-07 23:00:00,"('Clear',)",275.26,86,2
280,2016-11-08 00:00:00,"('Clear',)",275.14,86,3
281,2016-11-08 01:00:00,"('Clear',)",274.44,80,3
282,2016-11-08 02:00:00,"('Mist',)",274.69,86,2
283,2016-11-08 03:00:00,"('Mist',)",273.93,99,2
284,2016-11-08 04:00:00,"('Haze', 'Mist')",274.14,86,3
285,2016-11-08 05:00:00,"('Mist',)",273.34,100,3
286,2016-11-08 06:00:00,"('Mist',)",272.94,100,3
287,2016-11-08 07:00:00,"('Mist',)",273.5,100,3
288,2016-11-08 08:00:00,"('Mist', 'Fog')",273.14,99,3
289,2016-11-08 09:00:00,"('Mist', 'Fog')",273.56,99,3
290,2016-11-08 10:00:00,"('Mist',)",274.72,99,2
291,2016-11-08 11:00:00,"('Mist',)",276.48,84,3
292,2016-11-08 12:00:00,"('Haze',)",277.22,70,4
293,2016-11-08 13:00:00,"('Clear',)",277.68,70,3
294,2016-11-08 14:00:00,"('Clear',)",278.15,76,4
295,2016-11-08 15:00:00,"('Clear',)",278.15,76,2
296,2016-11-08 16:00:00,"('Clear',)",277.98,76,1
297,2016-11-08 17:00:00,"('Clear',)",277.46,82,2
298,2016-11-08 18:00:00,"('Haze',)",277.07,82,2
299,2016-11-08 19:00:00,"('Rain',)",276.88,93,2
300,2016-11-08 20:00:00,"('Haze', 'Rain')",277.15,92,2
301,2016-11-08 21:00:00,"('Haze', 'Rain')",277.23,92,2
302,2016-11-08 22:00:00,"('Rain',)",276.96,92,1
303,2016-11-08 23:00:00,"('Drizzle', 'Rain')",276.85,100,3
304,2016-11-09 00:00:00,"('Drizzle', 'Rain')",276.92,80,3
305,2016-11-09 01:00:00,"('Rain',)",277.26,86,5
306,2016-11-09 02:00:00,"('Rain',)",277.48,93,6
307,2016-11-09 03:00:00,"('Rain',)",277.49,93,6
308,2016-11-09 04:00:00,"('Rain',)",277.82,93,6
309,2016-11-09 05:00:00,"('Mist', 'Drizzle', 'Rain')",278.25,93,5
310,2016-11-09 06:00:00,"('Mist', 'Rain')",278.54,93,4
311,2016-11-09 07:00:00,"('Drizzle', 'Rain')",278.94,93,3
312,2016-11-09 08:00:00,"('Mist', 'Rain')",279.22,93,3
313,2016-11-09 09:00:00,"('Mist', 'Drizzle', 'Rain')",279.06,93,3
314,2016-11-09 10:00:00,"('Mist', 'Drizzle', 'Rain')",279.14,93,1
315,2016-11-09 11:00:00,"('Mist', 'Drizzle', 'Rain')",279.31,93,2
316,2016-11-09 12:00:00,"('Mist', 'Rain')",279.82,87,8
317,2016-11-09 13:00:00,"('Mist', 'Rain')",280.32,81,6
318,2016-11-09 14:00:00,"('Rain',)",280.73,81,7
319,2016-11-09 15:00:00,"('Rain',)",280.84,70,7
320,2016-11-09 16:00:00,"('Rain',)",280.98,76,6
321,2016-11-09 17:00:00,"('Rain',)",280.22,76,5
322,2016-11-09 18:00:00,"('Rain',)",280.23,76,5
323,2016-11-09 19:00:00,"('Clouds',)",279.52,93,5
324,2016-11-09 20:00:00,"('Rain',)",279.61,81,5
325,2016-11-09 21:00:00,"('Clear',)",279.15,81,5
326,2016-11-09 22:00:00,"('Rain',)",279.15,81,5
327,2016-11-09 23:00:00,"('Clouds',)",278.92,81,5
328,2016-11-10 00:00:00,"('Clouds',)",278.26,81,3
329,2016-11-10 01:00:00,"('Clouds',)",277.59,81,4
330,2016-11-10 02:00:00,"('Mist',)",277.15,87,5
331,2016-11-10 03:00:00,"('Mist',)",276.84,87,4
332,2016-11-10 04:00:00,"('Mist',)",276.69,87,3
333,2016-11-10 05:00:00,"('Clouds',)",277.36,87,3
334,2016-11-10 06:00:00,"('Clouds',)",276.7,87,3
335,2016-11-10 07:00:00,"('Mist',)",276.45,87,5
336,2016-11-10 08:00:00,"('Rain',)",278.33,81,5
337,2016-11-10 09:00:00,"('Rain',)",279.15,87,4
338,2016-11-10 10:00:00,"('Rain',)",280.23,87,5
339,2016-11-10 11:00:00,"('Rain',)",281.32,81,5
340,2016-11-10 12:00:00,"('Clouds',)",282.32,76,5
341,2016-11-10 13:00:00,"('Clouds',)",283.3,71,6
342,2016-11-10 14:00:00,"('Rain',)",283.48,66,6
343,2016-11-10 15:00:00,"('Rain',)",282.45,66,6
344,2016-11-10 16:00:00,"('Rain',)",281.99,66,5
345,2016-11-10 17:00:00,"('Rain',)",280.53,70,2
346,2016-11-10 18:00:00,"('Rain',)",279.82,87,3
347,2016-11-10 19:00:00,"('Rain',)",279.69,81,4
348,2016-11-10 20:00:00,"('Clouds',)",279.43,87,4
349,2016-11-10 21:00:00,"('Rain',)",279.06,93,3
350,2016-11-10 22:00:00,"('Drizzle', 'Rain')",279.25,93,4
351,2016-11-10 23:00:00,"('Rain',)",278.65,87,4
352,2016-11-11 00:00:00,"('Clear',)",278.84,75,4
353,2016-11-11 01:00:00,"('Clear',)",278.64,81,4
354,2016-11-11 02:00:00,"('Clear',)",278.36,75,2
355,2016-11-11 03:00:00,"('Clear',)",277.24,81,4
356,2016-11-11 04:00:00,"('Clear',)",277.39,81,4
357,2016-11-11 05:00:00,"('Clear',)",276.94,81,3
358,2016-11-11 06:00:00,"('Mist',)",276.7,81,2
359,2016-11-11 07:00:00,"('Mist',)",276.36,86,2
360,2016-11-11 08:00:00,"('Fog', 'Mist')",275.95,86,2
361,2016-11-11 09:00:00,"('Fog',)",276.39,86,1
362,2016-11-11 10:00:00,"('Mist', 'Fog')",278.14,81,1
363,2016-11-11 11:00:00,"('Mist', 'Fog')",279.64,70,1
364,2016-11-11 12:00:00,"('Haze',)",280.99,66,1
365,2016-11-11 13:00:00,"('Clear',)",282.14,61,1
366,2016-11-11 14:00:00,"('Clouds',)",282.73,70,0
367,2016-11-11 15:00:00,"('Clear',)",282.65,57,2
368,2016-11-11 16:00:00,"('Clear',)",281.84,57,2
369,2016-11-11 17:00:00,"('Clear',)",279.84,61,2
370,2016-11-11 18:00:00,"('Haze',)",278.52,70,2
371,2016-11-11 19:00:00,"('Haze',)",277.52,70,2
372,2016-11-11 20:00:00,"('Haze',)",277.05,70,4
373,2016-11-11 21:00:00,"('Haze',)",277.14,75,4
374,2016-11-11 22:00:00,"('Haze',)",278.06,86,4
375,2016-11-11 23:00:00,"('Clouds',)",278.05,81,1
376,2016-11-12 00:00:00,"('Haze',)",278.45,81,3
377,2016-11-12 01:00:00,"('Clouds',)",278.65,81,4
378,2016-11-12 02:00:00,"('Clouds',)",278.85,81,3
379,2016-11-12 03:00:00,"('Clouds',)",279.37,75,3
380,2016-11-12 04:00:00,"('Clouds',)",280.15,75,3
381,2016-11-12 05:00:00,"('Rain',)",280.35,75,3
382,2016-11-12 06:00:00,"('Rain',)",280.75,70,4
383,2016-11-12 07:00:00,"('Rain',)",281.37,76,4
384,2016-11-12 08:00:00,"('Rain',)",281.48,76,4
385,2016-11-12 09:00:00,"('Drizzle', 'Rain')",281.65,81,3
386,2016-11-12 10:00:00,"('Drizzle', 'Rain')",281.4,87,2
387,2016-11-12 11:00:00,"('Drizzle', 'Rain')",281.57,100,9
388,2016-11-12 12:00:00,"('Drizzle', 'Rain')",281.99,100,9
389,2016-11-12 13:00:00,"('Mist', 'Drizzle', 'Rain')",282.4,87,3
390,2016-11-12 14:00:00,"('Mist', 'Drizzle', 'Rain')",282.79,87,2
391,2016-11-12 15:00:00,"('Mist', 'Drizzle', 'Rain')",283.07,93,2
392,2016-11-12 16:00:00,"('Mist', 'Drizzle')",283.07,93,2
393,2016-11-12 17:00:00,"('Mist', 'Drizzle', 'Rain')",282.66,93,2
394,2016-11-12 18:00:00,"('Mist', 'Fog', 'Drizzle', 'Rain')",282.89,93,1
395,2016-11-12 19:00:00,"('Mist', 'Drizzle')",282.79,93,1
396,2016-11-12 20:00:00,"('Mist', 'Drizzle')",282.57,93,1
397,2016-11-12 21:00:00,"('Mist', 'Fog', 'Drizzle')",282.42,93,3
398,2016-11-12 22:00:00,"('Mist', 'Drizzle')",282.44,100,3
399,2016-11-12 23:00:00,"('Fog', 'Mist')",281.92,93,2
400,2016-11-13 00:00:00,"('Mist',)",281.94,87,3
401,2016-11-13 01:00:00,"('Mist',)",281.54,87,3
402,2016-11-13 02:00:00,"('Mist',)",281.34,87,4
403,2016-11-13 03:00:00,"('Clouds',)",280.44,87,2
404,2016-11-13 04:00:00,"('Mist',)",279.48,93,2
405,2016-11-13 05:00:00,"('Mist',)",279.54,87,1
406,2016-11-13 06:00:00,"('Mist',)",279.44,87,2
407,2016-11-13 07:00:00,"('Mist',)",279.36,93,2
408,2016-11-13 08:00:00,"('Mist', 'Fog')",278.81,87,2
409,2016-11-13 09:00:00,"('Fog',)",279.23,87,3
410,2016-11-13 10:00:00,"('Clouds',)",280.24,87,2
411,2016-11-13 11:00:00,"('Clouds',)",281.14,81,2
412,2016-11-13 12:00:00,"('Clouds',)",281.79,81,2
413,2016-11-13 13:00:00,"('Clouds',)",282.79,76,3
414,2016-11-13 14:00:00,"('Clouds',)",282.79,76,3
415,2016-11-13 15:00:00,"('Clouds',)",283.07,71,4
416,2016-11-13 16:00:00,"('Clouds',)",282.79,76,3
417,2016-11-13 17:00:00,"('Clouds',)",281.43,87,2
418,2016-11-13 18:00:00,"('Clouds',)",280.79,87,2
419,2016-11-13 19:00:00,"('Clouds',)",279.87,87,1
420,2016-11-13 20:00:00,"('Clouds',)",278.97,87,1
421,2016-11-13 21:00:00,"('Clear',)",278.62,81,1
422,2016-11-13 22:00:00,"('Mist',)",278.25,93,0
423,2016-11-13 23:00:00,"('Mist',)",278.05,87,1
424,2016-11-14 00:00:00,"('Rain',)",278.36,87,1
425,2016-11-14 01:00:00,"('Rain',)",278.15,87,2
426,2016-11-14 02:00:00,"('Rain',)",278.25,87,2
427,2016-11-14 03:00:00,"('Rain',)",278.96,87,3
428,2016-11-14 04:00:00,"('Mist', 'Rain')",279.53,87,2
429,2016-11-14 05:00:00,"('Rain',)",279.35,87,2
430,2016-11-14 06:00:00,"('Rain',)",279.95,87,2
431,2016-11-14 07:00:00,"('Rain',)",280.65,81,1
432,2016-11-14 08:00:00,"('Rain',)",280.61,87,4
433,2016-11-14 09:00:00,"('Mist', 'Rain')",280.99,87,5
434,2016-11-14 10:00:00,"('Mist', 'Rain')",281.77,81,2
435,2016-11-14 11:00:00,"('Mist', 'Drizzle')",282.82,81,4
436,2016-11-14 12:00:00,"('Drizzle', 'Rain')",283.49,93,5
437,2016-11-14 13:00:00,"('Drizzle',)",284.15,81,5
438,2016-11-14 14:00:00,"('Drizzle', 'Rain')",284.48,93,4
439,2016-11-14 15:00:00,"('Drizzle', 'Rain')",284.99,82,4
440,2016-11-14 16:00:00,"('Drizzle', 'Rain')",285.08,82,5
441,2016-11-14 17:00:00,"('Mist', 'Drizzle', 'Rain')",284.74,93,4
442,2016-11-14 18:00:00,"('Mist', 'Drizzle', 'Rain')",284.65,100,5
443,2016-11-14 19:00:00,"('Mist', 'Drizzle', 'Rain')",284.81,87,5
444,2016-11-14 20:00:00,"('Rain',)",285.26,87,5
445,2016-11-14 21:00:00,"('Mist',)",285.07,87,5
446,2016-11-14 22:00:00,"('Mist',)",285.33,87,4
447,2016-11-14 23:00:00,"('Mist',)",285.48,87,5
448,2016-11-15 00:00:00,"('Clouds',)",285.48,87,4
449,2016-11-15 01:00:00,"('Mist',)",285.59,87,4
450,2016-11-15 02:00:00,"('Mist',)",285.59,87,5
451,2016-11-15 03:00:00,"('Mist',)",285.7,87,4
452,2016-11-15 04:00:00,"('Mist',)",285.59,87,5
453,2016-11-15 05:00:00,"('Mist',)",285.55,93,4
454,2016-11-15 06:00:00,"('Clouds',)",285.82,93,4
455,2016-11-15 07:00:00,"('Mist',)",285.88,93,5
456,2016-11-15 08:00:00,"('Fog', 'Rain')",285.77,93,5
457,2016-11-15 09:00:00,"('Mist', 'Rain')",286.3,87,5
458,2016-11-15 10:00:00,"('Clouds',)",286.82,93,3
459,2016-11-15 11:00:00,"('Rain',)",287.38,82,4
460,2016-11-15 12:00:00,"('Clouds',)",287.73,87,3
461,2016-11-15 13:00:00,"('Clouds',)",288.14,82,3
462,2016-11-15 14:00:00,"('Mist', 'Rain')",288.23,82,3
463,2016-11-15 15:00:00,"('Mist', 'Drizzle', 'Rain')",287.9,82,4
464,2016-11-15 16:00:00,"('Mist', 'Drizzle')",287.53,82,3
465,2016-11-15 17:00:00,"('Mist', 'Drizzle', 'Rain')",287.07,87,4
